genome	completeness	contamination	quality	5S_rRNA	SSU_rRNA	LSU_rRNA	tRNA	MIMAG_quality	GC	N50	size	gtdb.tax	ncbi.tax	LDA.group	LDA.score	LDA.p	AMO	HAO	NXR	NAP	NAR	NAS	NIR	PPK1	PPK2	PPX	protein.num	Cd_O_coverM	Ni_O_coverM	Cr_O_coverM	Cd_L_1_coverM	Cd_L_2_coverM	Cd_L_3_coverM	Cd_M_1_coverM	Cd_M_2_coverM	Cd_M_3_coverM	Cd_H_1_coverM	Cd_H_2_coverM	Cd_H_3_coverM	Ni_L_1_coverM	Ni_L_2_coverM	Ni_L_3_coverM	Ni_M_1_coverM	Ni_M_2_coverM	Ni_M_3_coverM	Ni_H_1_coverM	Ni_H_2_coverM	Ni_H_3_coverM	Cr_L_1_coverM	Cr_L_2_coverM	Cr_L_3_coverM	Cr_M_1_coverM	Cr_M_2_coverM	Cr_M_3_coverM	Cr_H_1_coverM	Cr_H_2_coverM	Cr_H_3_coverM	CK_1_coverM	CK_2_coverM	CK_3_coverM	s6_coverM	s14_coverM	s15_coverM	s26_coverM	Cd_O	Ni_O	Cr_O	Cd_L_1	Cd_L_2	Cd_L_3	Cd_M_1	Cd_M_2	Cd_M_3	Cd_H_1	Cd_H_2	Cd_H_3	Ni_L_1	Ni_L_2	Ni_L_3	Ni_M_1	Ni_M_2	Ni_M_3	Ni_H_1	Ni_H_2	Ni_H_3	Cr_L_1	Cr_L_2	Cr_L_3	Cr_M_1	Cr_M_2	Cr_M_3	Cr_H_1	Cr_H_2	Cr_H_3	CK_1	CK_2	CK_3	s6	s14	s15	s26
MAG-232	79.61	6.481	47.205	Absent	Absent	Absent	16	Medium	0.688	5617	4486353	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-5;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	2	0.08113283	0.0541832	0.148905	0.03131464	0.03419337	0.034531057	0.009526942	0.009775426	0.009846306	0.006889999	0.007834629	0.007658782	0.07385734	0.07444655	0.07218984	0.11745651	0.13751717	0.13261639	0.043577135	0.043552045	0.048273508	0.003755843	0.004999862	0.004884762	0.0036346	0.004287067	0.004008043	0.006276777	0.006960692	0.006821765	0.19420823	0.03516777	0.010638477	0.007934213	0.01794148	0.20477846	0.00444438	3.337725	2.111245	6.523954	0.829059	0.974176	1.009377	0.170785	0.147917	0.155027	0	0	0	2.29092	2.3596555	2.253937	4.031794	5.290636	4.874334	1.324622	1.354645	1.48515	0	0	0	0	0	0	0	0	0	11.107939	1.188407	0.263185	0.064138	0.494252	6.7793505	0.02487
MAG-233	95.07	3.072	79.71	Present	Absent	Absent	20	Medium	0.603	12755	3503121	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Contendobacter;s__Contendobacter sp002352185	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__Candidatus Competibacteraceae;g__Competibacter;s__	-	-	-	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Present	13	0.17495197	0.0441078	0.23791572	0.21564433	0.24112017	0.24216022	0.052794997	0.0506973	0.050171066	0.009152159	0.008811737	0.008740974	0.004122176	0.003847274	0.004007976	0.004418548	0.005722635	0.00590257	0.00359376	0.003597224	0.003617775	0.005922785	0.00638364	0.006837476	0.006014991	0.003896745	0.003603704	0.002906463	0.002473105	0.00213976	0.1864409	0.17488995	0.04585543	0.025390754	0.307262	0.030292833	0.23374248	6.96607	1.995722	9.203512	7.242449	8.152863	8.540959	1.488209	1.452799	1.453002	0.179902	0.163089	0.15261	0.101818	0.087011	0.112209	0.095003	0.139572	0.15339	0.013247	0	0	0.182279	0.216594	0.237394	0.191635	0.10436	0.095564	0.069852	0.048219	0.03966	9.981386	6.318878	1.423787	0.85544	9.612134	0.945468	9.334845
MAG-234	62.95	2.937	48.265	Absent	Absent	Absent	15	Medium	0.594	3454	2744274	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__Candidatus Competibacteraceae;g__Competibacter;s__	-	-	-	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Absent	Absent	9	0.36832497	0.07657888	0.495941	0.11039908	0.14836632	0.14538375	0.015961578	0.018605668	0.018316943	0.00556967	0.005779307	0.006208786	0.003974643	0.003737037	0.003813304	0.003042654	0.005295663	0.005394401	0.001644115	0.001651548	0.001644778	0.009840569	0.011369955	0.010373239	0.011918893	0.006810381	0.006000919	0.005224641	0.003488754	0.003322827	0.22529702	0.06301378	0.008163701	0.031385507	0.03037157	0.006101654	0.025102843	14.53421	3.052653	19.788966	3.32209	4.886521	4.933292	0.248065	0.271761	0.265245	0	0	0	0.056602	0	0	0	0	0	0	0	0	0.252716	0.288315	0.227483	0.295125	0.140828	0.10499	0.095287	0	0	11.538236	2.078453	0.102137	0.881348	0.794979	0.130892	0.770599
MAG-235	72.41	4.166	51.58	Present	Absent	Absent	19	Medium	0.638	31773	2760939	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__Candidatus Competibacteraceae;g__;s__	CK	3.569981078	1.79E-04	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	10	0.91524965	0.25421765	1.0360752	0.26441148	0.35692316	0.3466088	0.06369911	0.06726598	0.06756145	0.017455919	0.021301312	0.021189267	0.00703814	0.006998514	0.006783261	0.009748664	0.02127063	0.022092983	0.004425707	0.005011881	0.004912878	0.057360496	0.08238656	0.085146256	0.06811098	0.04957378	0.04963009	0.032439493	0.025263341	0.023322683	0.72143406	0.20075552	0.02476703	0.18109258	0.08588545	0.023821507	0.06831547	38.943936	12.313221	41.353287	8.678058	12.183722	11.814519	2.016361	2.286837	2.301863	0.610433	0.781475	0.785995	0.202859	0.192603	0.18001	0.320491	0.770874	0.7854	0.082969	0.113719	0.113864	1.976479	3.263921	3.290091	2.1938	1.635452	1.670358	0.890006	0.761908	0.717421	40.304006	7.083053	0.802258	6.041076	2.822896	0.752054	2.668114
MAG-236	57.87	1.613	49.805	Absent	Absent	Absent	13	Medium	0.635	5498	1806837	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__Candidatus Competibacteraceae;g__Competibacter;s__	CK	3.052163877	1.57E-04	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	5	0.35597336	0.0924789	0.47884402	0.11192407	0.15082264	0.14720814	0.01995769	0.02259933	0.023756865	0.006831185	0.007729501	0.007234286	0.003976183	0.003869447	0.003543766	0.006302132	0.010019424	0.010488874	0.004002922	0.003784969	0.004169497	0.016917381	0.0221743	0.021668619	0.02001208	0.012182551	0.012027971	0.008208181	0.007409884	0.007433923	0.24551691	0.105103984	0.01608558	0.0715694	0.031411123	0.014996705	0.09081316	14.371117	3.746686	19.027304	3.493139	4.983019	4.886415	0.503042	0.58242	0.658688	0.1583675	0.204894	0.20191	0.0552455	0	0.072045	0.146679	0.25135	0.285828	0	0	0	0.4532705	0.685772	0.654319	0.53711	0.317393	0.337876	0.148982	0.162364	0.152427	11.537643	3.680724	0.483346	2.258071	0.9078335	0.4312825	3.856558
MAG-237	96.66	8.238	55.47	Present	Present	Present	19	Medium	0.611	13698	8537399	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Steroidobacter;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Sinobacteraceae;g__Steroidobacter;s__	Cd	2.803204479	1.54E-04	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	2	0.007800685	0.006860662	0.007910947	0.08300265	0.08567165	0.08517493	0.12638095	0.1589995	0.1571196	0.018727813	0.018890759	0.01902962	0.007397796	0.00788383	0.008006847	0.004308705	0.004457233	0.004450085	0.003024065	0.003481323	0.00325499	0.007432712	0.005389358	0.005422884	0.010240058	0.010906351	0.010511619	0.002312109	0.002334734	0.002354035	0.008325684	0.005085569	0.002755279	0.003038121	0.06312098	0.004151251	0.002253466	0.080508	0.016388	0.177005	2.752552	2.971381	2.976587	3.990692	5.360359	5.392552	0.592943	0.616899	0.604881	0.109127	0.1092055	0.101901	0.028604	0.041413	0.043057	0	0	0	0.220305	0.136069	0.125317	0.291055	0.325657	0.31422	0	0	0	0.24907	0.057912	0	0	2.003168	0.017234	0
MAG-238	87.15	1.965	77.325	Present	Absent	Present	19	Medium	0.711	139232	3377543	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	0	0.019534372	0.021916702	0.013651084	0.015591705	0.014682303	0.014574865	0.007406161	0.008597644	0.008371506	0.003071414	0.003306373	0.003555129	0.004378457	0.004701489	0.00447465	0.25123215	0.21907862	0.21335776	0.091736116	0.08521465	0.09262489	0.002839698	0.003085348	0.003323176	0.00317947	0.003503109	0.003537764	0.005531492	0.005266006	0.005473994	0.016022442	0.010652908	0.006016663	0.005554155	0.009003631	0.07035906	0.004288605	0.7931	0.836643	0.652389	0.438496	0.505109	0.438331	0.323835	0.341275	0.373222	0.204727	0.248292	0.226904	0.174626	0.176879	0.162266	8.447504	8.373495	8.004971	3.049952	2.9774	3.136242	0.150641	0.213674	0.215356	0.189945	0.211984	0.207706	0.17303	0.147023	0.160521	0.772639	0.428898	0.21662	0.205977	0.349558	2.343936	0.252091
MAG-239	89.57	1.437	82.385	Absent	Present	Absent	20	Medium	0.682	76595	3503080	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__	CK	2.934883826	3.70E-06	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	2	0.08374475	0.07167261	0.12287264	0.09455115	0.10211962	0.09952447	0.09563517	0.107795835	0.10802794	0.03786892	0.039365735	0.038384616	0.012873467	0.012681053	0.012760573	0.011390097	0.013321732	0.012985892	0.005796454	0.005846071	0.006349266	0.001798319	0.002295744	0.002294627	0.001702947	0.001796699	0.001481105	0.002789774	0.002626247	0.002642493	0.14449936	0.16291922	0.05767083	0.007706774	0.099592514	0.023859587	0.022935161	3.613104	3.377547	5.295269	3.285946	3.733464	3.534487	3.007376	3.609549	3.723461	1.393802	1.58932	1.506526	0.406507	0.387116	0.405124	0.349168	0.477973	0.498003	0.20988	0.20351	0.212432	0.118979	0.158207	0.124686	0.091288	0.091437	0.084069	0.075673	0.079588	0.067428	7.89413	5.942569	1.859841	0.305115	3.158828	0.768048	1.049569
MAG-240	56.42	1.724	47.8	Present	Absent	Present	12	Medium	0.634	9514	1981227	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__	-	-	-	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	Absent	0	0.022693988	0.020640016	0.02827707	0.07424941	0.07606076	0.07509108	0.029840592	0.036106456	0.035257418	0.017733224	0.016207471	0.015615434	0.001569615	0.001825207	0.001656327	0.00989746	0.00956852	0.009493157	0.005770435	0.005085375	0.005574956	0.00179702	0.002176198	0.002375432	0.001178126	9.47E-04	0.001007384	0.001770699	0.001569593	0.001610795	0.03699413	0.069900796	0.059445355	0.003332021	0.051702444	0.01498049	0.041518807	0.907256	0.821176	1.199329	2.240934	2.342293	2.356858	0.884504	1.224793	1.147919	0.660724	0.579801	0.58519	0	0	0	0.301702	0.344976	0.292575	0.137687	0.083868	0.107696	0	0	0.0174725	0	0	0	0	0	0	2.142211	2.452592	1.837479	0.105912	1.588408	0.465049	1.556226
MAG-241	99.13	2.173	88.265	Present	Absent	Absent	21	Medium	0.613	71533	8082235	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Ga0077553;s__	d__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__;g__;s__	-	-	-	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	0	0.08139008	0.12066324	0.062329102	0.052474007	0.05275153	0.053836245	0.021206653	0.015923949	0.016163852	3.10E-04	3.02E-04	3.55E-04	0.093872204	0.09214101	0.0936039	0.04177605	0.053823385	0.054695744	0.25834313	0.24341664	0.2465084	2.72E-04	1.64E-04	1.91E-04	3.28E-04	2.82E-04	3.12E-04	3.20E-04	1.77E-04	2.04E-04	0.001535007	0.08586117	0.014366471	1.30E-04	0.028085796	0.055608448	0.008401282	3.5132	5.661622	2.623598	1.740749	1.77282	1.862037	0.637402	0.511684	0.534116	0.007144	0.007755	0.009993	2.863558	2.983559	2.894439	1.333941	1.975714	1.920274	8.012845	7.904848	7.708217	0.013946	0.007018	0.004807	0.014104	0.009043	0.015556	0.012368	0.007245	0.007174	0.133464	3.099927	0.468591	0.003681	0.871071	1.716601	0.338317
MAG-242	79.48	2.197	68.495	Absent	Absent	Absent	17	Medium	0.618	8559	6908704	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	d__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__;g__;s__	CK	2.835230115	1.04E-04	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	0	0.07550095	0.04286263	0.08611643	0.08617984	0.09055553	0.08942473	0.034538213	0.023266736	0.02313184	0.001751949	0.001934158	0.001930216	0.06511912	0.06290923	0.06381321	0.03415409	0.0384339	0.03822492	0.004889697	0.005325169	0.005318998	1.15E-04	0	1.74E-04	1.90E-04	1.73E-04	1.46E-04	1.98E-04	1.92E-04	1.69E-04	0.05548676	0.12710644	0.07458007	0	0.0538839	0.034212634	0.051805947	3.437675	2.168131	3.737014	2.958107	3.197711	3.213094	1.1159	0.7748835	0.804624	0.051241	0	0.04331	2.054618	2.097994	2.058112	1.149764	1.464039	1.400235	0.144992	0.157414	0.15787	0	0	0	0	0	0	0	0	0	3.229686	4.801867	2.382814	0	1.780631	1.11389	2.197232
MAG-243	99.12	8.388	57.18	Present	Absent	Present	19	Medium	0.609	25482	10127521	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	d__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__;g__;s__	Cd	3.17220855	9.71E-05	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	2	0.090877645	0.06086939	0.11949929	0.13530481	0.13054737	0.13454346	0.45694023	0.27206412	0.27619523	0.1425407	0.12345774	0.121570155	0.082596414	0.0822308	0.08344293	0.24871144	0.25227416	0.25082314	0.018870203	0.018173834	0.018180097	0.012327429	0.01565598	0.015819654	0.017074583	0.016923252	0.016841866	0.022093203	0.022418955	0.02206181	0.00507024	0.14115591	0.11219742	0.018306296	0.34649703	0.15074506	0.019724358	3.810612	2.672977	4.941026	4.229111	4.216341	4.475133	14.231287	8.748012	9.107488	5.363878	4.784951	4.688574	1.877885	1.981882	1.95295	8.103356	9.481731	9.095774	0.219649	0.229923	0.198869	0	0	0	0.017673	0	0	0.007712	0	0	0	4.840209	3.318607	0	11.068306	4.512288	0.480217
MAG-244	99.13	5.004	74.11	Present	Absent	Absent	21	Medium	0.627	31544	10058487	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	d__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__;g__;s__	Cr	2.921375357	1.45E-04	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent	Absent	0	0.007104775	0.005377468	0.008683226	0.00664243	0.006555879	0.006552434	0.006614689	0.00417908	0.00407677	0.001708356	0.001701593	0.001693716	0.005758398	0.005488802	0.005581872	0.007233909	0.006293928	0.006247288	5.30E-04	6.23E-04	6.06E-04	0.12236545	0.104298316	0.10224898	0.108306095	0.1003062	0.10097755	0.052081443	0.05180903	0.052670855	6.77E-04	0.010055879	0.001814365	0.040629283	0.007286575	0.006403848	0.002245798	0.371628	0.295011	0.46171	0.2527725	0.259655	0.267701	0.215053	0.141503	0.140143	0.058528	0.056928	0.058188	0.194142	0.187396	0.187993	0.252977	0.245553	0.232553	0.0077	0.010149	0	4.274504	4.056425	3.821411	3.439642	3.320768	3.339062	1.568965	1.695518	1.700789	0.042893	0.428827	0.084561	1.357336	0.247714	0.220434	0.097423
MAG-245	93.31	0.917	88.725	Present	Absent	Present	20	Medium	0.618	20312	8229935	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	d__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__;g__;s__	CK	2.563026441	6.07E-05	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	2	0.033944	0.014870569	0.047046095	0.035991754	0.026325306	0.028138705	0.007909239	0.004423186	0.004288547	0.004566927	0.004741727	0.004526708	0.014826128	0.014654978	0.014611033	0.007128678	0.005022699	0.004407581	0.001018982	0.001038641	9.79E-04	6.35E-04	3.86E-04	4.51E-04	4.69E-04	3.01E-04	2.94E-04	4.48E-04	3.97E-04	3.77E-04	0.002262313	0.06257126	0.057167444	2.61E-04	0.18051438	0.052069243	0.059013054	1.553831	0.740111	2.067888	1.243787	0.930856	1.005501	0.247316	0.140054	0.135361	0.168446	0.182436	0.171252	0.478024	0.501125	0.47806	0.23954	0.189674	0.164739	0.022983	0.017079	0.02221	0	0	0	0	0	0	0.007712	0	0	0.140573	2.29782	1.807031	0	5.707465	1.670603	2.428625
MAG-246	61	2.367	49.165	Absent	Absent	Absent	17	Medium	0.61	5654	6009070	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	d__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__;g__;s__	CK	2.733063853	7.88E-04	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	1	0.052073427	0.028157337	0.068556935	0.034440793	0.0308131	0.031462055	0.017597022	0.017360786	0.017714651	0.021706162	0.02253469	0.02127111	0.042113736	0.042266533	0.041184455	0.022859221	0.021801246	0.021626193	0.017442962	0.01788988	0.01788107	0.004315308	0.005630058	0.005925195	0.004583513	0.00500392	0.005121989	0.00268775	0.00272698	0.002795682	0.006940212	0.05977706	0.17834352	0.010804338	0.10677711	0.08932147	0.04466491	2.12071	1.068799	2.829595	0.884448	0.74969	0.802103	0.025608	0	0	0.49295	0.499222	0.48946	0.744281	0.723354	0.725976	0.123115	0.070443	0	0.252327	0.252487	0.244618	0	0	0	0	0	0	0	0	0	0	2.035662	5.794708	0	3.335619	2.388714	1.71675
MAG-247	91.45	2.564	78.63	Present	Present	Present	21	High	0.518	27878	3614633	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__	d__Bacteria;p__Acidobacteria;c__Blastocatellia;o__;f__;g__;s__	Ni	3.211033622	7.24E-05	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.01828291	0.03196353	0.020024622	0.16255304	0.18448435	0.18462518	0.18227647	0.25348565	0.2612949	0.1588538	0.15822543	0.16119863	0.24392843	0.25822937	0.27392745	0.26087335	0.29823712	0.30818194	0.10558839	0.10685029	0.10054486	0.006160395	0.002605607	0.002844526	0.002562841	0.002878272	0.002651823	0.001206043	9.50E-04	0.00122317	0.049709477	0.21189299	0.27794942	0.001293727	0.7676811	0.13948208	0.045163143	0.77107	1.535778	0.806525	5.557059	6.624181	6.597963	5.594426	8.375212	8.786006	5.773601	6.132255	6.224167	7.895682	8.893732	8.846498	8.639905	11.219358	11.314738	3.461972	3.672378	3.287924	0.133084	0.052949	0.053583	0.040957	0.034392	0.03469	0	0	0	2.818661	7.973247	8.778828	0.021698	25.148138	4.462982	1.815353
MAG-248	92.3	1.923	82.685	Present	Present	Present	21	High	0.533	21893	3307635	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__OLB17 sp002333435	d__Bacteria;p__Acidobacteria;c__Blastocatellia;o__;f__;g__;s__	Cd	3.413516181	1.05E-05	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	1	0.041306186	0.033541277	0.06760627	0.17719772	0.19868726	0.20204565	0.49504215	0.6447291	0.65274346	0.27102134	0.279787	0.28854707	0.16058387	0.16593745	0.17636634	0.11735054	0.14732148	0.15310946	0.046271354	0.05304398	0.05142346	0.001540534	0.001861752	0.001883153	0.001574422	9.52E-04	0.001323773	5.30E-04	4.45E-04	3.92E-04	0.09385092	0.17965333	0.333081	0.003938005	0.42236224	0.15889458	0.073937275	1.876733	1.575782	2.902275	6.014972	6.957573	7.121508	15.49671	21.452794	22.170417	10.237954	10.934368	11.261517	5.045036	5.481452	5.693153	3.942701	5.630248	5.574005	1.5098	1.813791	1.68958	0.054423	0.062464	0.056612	0.044055	0.020761	0.036422	0	0	0	5.195416	6.56939	10.373965	0.129491	13.395184	5.139544	3.096381
MAG-249	95.72	1.756	86.94	Present	Present	Present	20	High	0.52	163108	3883780	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__	d__Bacteria;p__Acidobacteria;c__Blastocatellia;o__;f__;g__;s__	Cd	2.764555055	3.60E-06	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.049200848	0.018549507	0.0813366	0.048506744	0.05903487	0.059504192	0.060297485	0.07944525	0.07968921	0.061451524	0.06690526	0.07094884	0.001534839	0.001457074	0.001531994	6.29E-04	0.001299295	0.001585561	5.46E-04	5.32E-04	4.19E-04	0.00555138	0.008292717	0.007749319	0.00563457	0.004512053	0.005080943	0.003011085	0.002599696	0.002618296	0.075282425	0.027870787	0.010704945	0.016385807	0.06361216	0.005154936	0.002753953	2.158177	0.903881	3.473473	1.63423	2.009371	2.118686	1.852271	2.613806	2.662297	2.262921	2.568791	2.751738	0.055051	0.050165	0.053733	0.022264	0.060054	0.073813	0.017373	0.021593	0.014384	0.200728	0.311367	0.302784	0.179462	0.15728	0.170476	0.092483	0.081796	0.087396	4.3085	1.003448	0.343434	0.546362	2.038442	0.169119	0.115011
MAG-250	78.91	2.67	65.56	Present	Absent	Absent	18	Medium	0.41	6241	4588657	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Chloracidobacteriales;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__Blastocatellia;o__;f__;g__;s__	CK	2.72982814	8.29E-05	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.07421303	0.013531297	0.10987923	0.039441563	0.03885994	0.042359512	0.001305676	9.25E-04	0.001128501	3.22E-04	4.16E-04	3.97E-04	0.003724641	0.004045659	0.003891189	0.002744095	0.001969611	0.002250348	0	0	0	4.70E-04	9.81E-04	0.001026396	3.30E-04	2.58E-04	3.40E-04	0	0	0	0.030915128	0.06924904	0.04107586	4.79E-04	0.006971037	0.010417677	0.005656411	3.300929	0.58636	4.737027	1.318094	1.312849	1.449357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.673523	2.531026	1.242338	0	0.165295	0.240047	0.181879
MAG-251	88.83	5.235	62.655	Present	Absent	Absent	22	Medium	0.344	7917	5833372	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__Blastocatellia;o__;f__;g__;s__	-	-	-	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.01294101	0.00319385	0.01332243	0.06577271	0.054017175	0.060705677	0.09022491	0.053112045	0.053551394	3.34E-04	2.71E-04	2.00E-04	0.004238924	0.002920236	0.002841285	0.002760747	0.004949417	0.004619464	0	0	0	5.33E-04	0	0	8.05E-04	3.03E-04	2.86E-04	2.57E-04	9.10E-05	0	0.019247718	0.038205016	0.03254157	7.31E-05	0.1076719	0.007335128	0.016757175	0.534943	0.108017	0.53576	2.1679	1.856671	2.082714	2.669458	1.642944	1.737749	0	0	0	0.113284	0.072466	0.075029	0.070435	0.165495	0.131969	0	0	0	0	0	0	0	0	0	0	0	0	1.024793	1.356643	0.983466	0	3.341595	0.223985	0.636189
MAG-252	87.83	6.457	55.545	Absent	Absent	Absent	21	Medium	0.527	30320	7771045	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__Blastocatellia;o__;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Absent	1	0.010771036	0.009574143	0.01399021	0.018033205	0.018922895	0.019070402	0.017141858	0.014450207	0.01486141	0.003918936	0.004098654	0.004086032	0.007751143	0.007759229	0.008209751	0.007402605	0.007245651	0.007430445	0.008076982	0.007522925	0.007776431	0.15369786	0.068549134	0.06738226	0.15119205	0.15706177	0.15431409	0.011944342	0.012011346	0.011573726	0.016399294	0.022556484	0.014469176	0.013512174	0.016978921	0.007054513	0.012390167	0.405971	0.406478	0.497765	0.522651	0.581793	0.583523	0.415247	0.314418	0.318921	0.011218	0.020782	0.01426	0.177617	0.182911	0.191721	0.183786	0.184611	0.183632	0	0	0	5.296275	2.375048	2.253276	4.727182	5.191441	5.024774	0.203286	0.221205	0.201622	0.943443	0.786288	0.407734	0.403253	0.449928	0.178636	0.433567
MAG-253	95.67	2.564	82.85	Present	Present	Present	21	High	0.559	28125	8464934	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	-	-	-	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Present	Absent	0	0.009109607	0.005516502	0.008099722	0.055717427	0.05543026	0.05502939	0.07506074	0.08240162	0.082049236	1.98E-04	2.02E-04	1.85E-04	0.009053502	0.008736562	0.009132194	0.04830312	0.060954135	0.062176485	2.24E-04	2.01E-04	2.07E-04	0.066410854	0.042422388	0.04327663	0.03960715	0.0418423	0.041951057	0.003269566	0.002939765	0.003076823	0.004529137	0.013327521	0.025781048	0.011820252	0.078563794	0.01611028	0.23201387	0.379852	0.264275	0.318483	1.811856	1.897374	1.936825	2.325704	2.694801	2.777474	0	0	0	0.271321	0.280365	0.276673	1.547609	2.245808	2.223155	0	0	0	2.316214	1.60519	1.586438	1.247276	1.373414	1.367637	0.092909	0.093064	0.09834	0.222673	0.447182	0.789293	0.39353	2.474943	0.498021	9.363409
