Source	Target	shared name	Overlap_size	similarity_coefficient	link	Type
MAG-190	K01999	0	0	0	1	MAG2Ontology
MAG-191	1MU33	0	0	0	1	MAG2Ontology
MAG-191	1MURR	0	0	0	1	MAG2Ontology
MAG-191	1MV0X	0	0	0	1	MAG2Ontology
MAG-191	1MV5T	0	0	0	1	MAG2Ontology
MAG-191	1MVW2	0	0	0	1	MAG2Ontology
MAG-191	2VIQR	0	0	0	1	MAG2Ontology
MAG-191	2VIW1	0	0	0	1	MAG2Ontology
MAG-191	COG0050	0	0	0	1	MAG2Ontology
MAG-191	COG0052	0	0	0	1	MAG2Ontology
MAG-191	COG0202	0	0	0	1	MAG2Ontology
MAG-191	COG0459	0	0	0	1	MAG2Ontology
MAG-191	COG0605	0	0	0	1	MAG2Ontology
MAG-191	COG1629	0	0	0	1	MAG2Ontology
MAG-191	COG4771	0	0	0	1	MAG2Ontology
MAG-191	COG4774	0	0	0	1	MAG2Ontology
MAG-191	GO:0003746	0	0	0	1	MAG2Ontology
MAG-191	GO:0003924	0	0	0	1	MAG2Ontology
MAG-191	GO:0004784	0	0	0	1	MAG2Ontology
MAG-191	GO:0005525	0	0	0	1	MAG2Ontology
MAG-191	GO:0005840	0	0	0	1	MAG2Ontology
MAG-191	GO:0006414	0	0	0	1	MAG2Ontology
MAG-191	GO:0006457	0	0	0	2	MAG2Ontology
MAG-191	GO:0006801	0	0	0	1	MAG2Ontology
MAG-191	GO:0009089	0	0	0	2	MAG2Ontology
MAG-191	GO:0015934	0	0	0	1	MAG2Ontology
MAG-191	GO:0015935	0	0	0	2	MAG2Ontology
MAG-191	GO:0016639	0	0	0	1	MAG2Ontology
MAG-191	GO:0019843	0	0	0	1	MAG2Ontology
MAG-191	GO:0030001	0	0	0	1	MAG2Ontology
MAG-191	GO:0030170	0	0	0	1	MAG2Ontology
MAG-191	GO:0042026	0	0	0	1	MAG2Ontology
MAG-191	GO:0046983	0	0	0	2	MAG2Ontology
MAG-191	GO:0051301	0	0	0	1	MAG2Ontology
MAG-191	GO:0051539	0	0	0	1	MAG2Ontology
MAG-191	K01999	0	0	0	2	MAG2Ontology
MAG-191	K02358	0	0	0	1	MAG2Ontology
MAG-191	K02967	0	0	0	1	MAG2Ontology
MAG-191	K03040	0	0	0	1	MAG2Ontology
MAG-191	K03704	0	0	0	1	MAG2Ontology
MAG-191	K04077	0	0	0	1	MAG2Ontology
MAG-191	K04564	0	0	0	1	MAG2Ontology
MAG-191	K15727	0	0	0	1	MAG2Ontology
MAG-191	K16090	0	0	0	1	MAG2Ontology
MAG-192	1MU33	0	0	0	1	MAG2Ontology
MAG-192	1MUCV	0	0	0	1	MAG2Ontology
MAG-192	1MURH	0	0	0	1	MAG2Ontology
MAG-192	1MVW7	0	0	0	1	MAG2Ontology
MAG-192	2VI2M	0	0	0	1	MAG2Ontology
MAG-192	2VI3Q	0	0	0	1	MAG2Ontology
MAG-192	COG0052	0	0	0	1	MAG2Ontology
MAG-192	COG0480	0	0	0	1	MAG2Ontology
MAG-192	COG0542	0	0	0	1	MAG2Ontology
MAG-192	COG1840	0	0	0	1	MAG2Ontology
MAG-192	COG2766	0	0	0	1	MAG2Ontology
MAG-192	GO:0003746	0	0	0	1	MAG2Ontology
MAG-192	GO:0003924	0	0	0	1	MAG2Ontology
MAG-192	GO:0005525	0	0	0	2	MAG2Ontology
MAG-192	GO:0005840	0	0	0	8	MAG2Ontology
MAG-192	GO:0006414	0	0	0	1	MAG2Ontology
MAG-192	GO:0006807	0	0	0	1	MAG2Ontology
MAG-192	GO:0008940	0	0	0	1	MAG2Ontology
MAG-192	GO:0009055	0	0	0	1	MAG2Ontology
MAG-192	GO:0009089	0	0	0	3	MAG2Ontology
MAG-192	GO:0009408	0	0	0	1	MAG2Ontology
MAG-192	GO:0015562	0	0	0	1	MAG2Ontology
MAG-192	GO:0015935	0	0	0	3	MAG2Ontology
MAG-192	GO:0016639	0	0	0	1	MAG2Ontology
MAG-192	GO:0019538	0	0	0	1	MAG2Ontology
MAG-192	GO:0019843	0	0	0	1	MAG2Ontology
MAG-192	GO:0030170	0	0	0	1	MAG2Ontology
MAG-192	GO:0043546	0	0	0	1	MAG2Ontology
MAG-192	GO:0051539	0	0	0	1	MAG2Ontology
MAG-192	GO:0071949	0	0	0	1	MAG2Ontology
MAG-192	K01999	0	0	0	1	MAG2Ontology
MAG-192	K02012	0	0	0	1	MAG2Ontology
MAG-192	K02355	0	0	0	1	MAG2Ontology
MAG-192	K02967	0	0	0	1	MAG2Ontology
MAG-192	K03704	0	0	0	2	MAG2Ontology
MAG-192	K07180	0	0	0	1	MAG2Ontology
MAG-193	1MU1C	0	0	0	1	MAG2Ontology
MAG-193	1MUQX	0	0	0	1	MAG2Ontology
MAG-193	1MURH	0	0	0	1	MAG2Ontology
MAG-193	1R9YZ	0	0	0	1	MAG2Ontology
MAG-193	2VQ4W	0	0	0	1	MAG2Ontology
MAG-193	COG0097	0	0	0	1	MAG2Ontology
MAG-193	COG0202	0	0	0	1	MAG2Ontology
MAG-193	COG0542	0	0	0	1	MAG2Ontology
MAG-193	COG1104	0	0	0	1	MAG2Ontology
MAG-193	COG4993	0	0	0	1	MAG2Ontology
MAG-193	GO:0004129	0	0	0	1	MAG2Ontology
MAG-193	GO:0005509	0	0	0	1	MAG2Ontology
MAG-193	GO:0005525	0	0	0	2	MAG2Ontology
MAG-193	GO:0005840	0	0	0	6	MAG2Ontology
MAG-193	GO:0006457	0	0	0	2	MAG2Ontology
MAG-193	GO:0008940	0	0	0	1	MAG2Ontology
MAG-193	GO:0009089	0	0	0	1	MAG2Ontology
MAG-193	GO:0009408	0	0	0	1	MAG2Ontology
MAG-193	GO:0015934	0	0	0	1	MAG2Ontology
MAG-193	GO:0016614	0	0	0	1	MAG2Ontology
MAG-193	GO:0019538	0	0	0	1	MAG2Ontology
MAG-193	GO:0019843	0	0	0	3	MAG2Ontology
MAG-193	GO:0020037	0	0	0	2	MAG2Ontology
MAG-193	GO:0030288	0	0	0	1	MAG2Ontology
MAG-193	GO:0031071	0	0	0	1	MAG2Ontology
MAG-193	GO:0043546	0	0	0	1	MAG2Ontology
MAG-193	GO:0044571	0	0	0	1	MAG2Ontology
MAG-193	GO:0046983	0	0	0	1	MAG2Ontology
MAG-193	GO:0051539	0	0	0	1	MAG2Ontology
MAG-193	GO:0052935	0	0	0	1	MAG2Ontology
MAG-193	K02933	0	0	0	1	MAG2Ontology
MAG-193	K03040	0	0	0	1	MAG2Ontology
MAG-193	K03704	0	0	0	1	MAG2Ontology
MAG-193	K04487	0	0	0	1	MAG2Ontology
MAG-194	1MVW2	0	0	0	1	MAG2Ontology
MAG-194	COG0605	0	0	0	1	MAG2Ontology
MAG-194	GO:0004784	0	0	0	1	MAG2Ontology
MAG-194	GO:0005840	0	0	0	5	MAG2Ontology
MAG-194	GO:0006801	0	0	0	1	MAG2Ontology
MAG-194	GO:0009055	0	0	0	1	MAG2Ontology
MAG-194	GO:0009089	0	0	0	1	MAG2Ontology
MAG-194	GO:0015934	0	0	0	1	MAG2Ontology
MAG-194	GO:0015935	0	0	0	1	MAG2Ontology
MAG-194	GO:0016625	0	0	0	1	MAG2Ontology
MAG-194	GO:0019843	0	0	0	1	MAG2Ontology
MAG-194	K03704	0	0	0	1	MAG2Ontology
MAG-194	K04564	0	0	0	1	MAG2Ontology
MAG-196	1MUEV	0	0	0	1	MAG2Ontology
MAG-196	2VH8R	0	0	0	1	MAG2Ontology
MAG-196	COG1028	0	0	0	1	MAG2Ontology
MAG-196	GO:0004129	0	0	0	1	MAG2Ontology
MAG-196	GO:0018454	0	0	0	1	MAG2Ontology
MAG-196	GO:0051301	0	0	0	1	MAG2Ontology
MAG-196	K00023	0	0	0	1	MAG2Ontology
MAG-197	1MUEV	0	0	0	1	MAG2Ontology
MAG-197	1MVE2	0	0	0	1	MAG2Ontology
MAG-197	1RB94	0	0	0	1	MAG2Ontology
MAG-197	2VH8R	0	0	0	1	MAG2Ontology
MAG-197	COG0148	0	0	0	1	MAG2Ontology
MAG-197	COG1028	0	0	0	1	MAG2Ontology
MAG-197	COG2326	0	0	0	1	MAG2Ontology
MAG-197	COG2885	0	0	0	1	MAG2Ontology
MAG-197	GO:0000015	0	0	0	1	MAG2Ontology
MAG-197	GO:0004129	0	0	0	1	MAG2Ontology
MAG-197	GO:0004634	0	0	0	1	MAG2Ontology
MAG-197	GO:0006457	0	0	0	1	MAG2Ontology
MAG-197	GO:0008976	0	0	0	1	MAG2Ontology
MAG-197	GO:0016639	0	0	0	1	MAG2Ontology
MAG-197	GO:0018454	0	0	0	1	MAG2Ontology
MAG-197	GO:0020037	0	0	0	1	MAG2Ontology
MAG-197	GO:0030170	0	0	0	2	MAG2Ontology
MAG-197	GO:0051301	0	0	0	1	MAG2Ontology
MAG-197	GO:0051539	0	0	0	1	MAG2Ontology
MAG-197	K00023	0	0	0	1	MAG2Ontology
MAG-197	K01689	0	0	0	1	MAG2Ontology
MAG-198	1MUKX	0	0	0	1	MAG2Ontology
MAG-198	1MVE2	0	0	0	1	MAG2Ontology
MAG-198	1MVIN	0	0	0	1	MAG2Ontology
MAG-198	COG0148	0	0	0	1	MAG2Ontology
MAG-198	COG0372	0	0	0	1	MAG2Ontology
MAG-198	COG0649	0	0	0	1	MAG2Ontology
MAG-198	COG2326	0	0	0	1	MAG2Ontology
MAG-198	GO:0000015	0	0	0	1	MAG2Ontology
MAG-198	GO:0004108	0	0	0	1	MAG2Ontology
MAG-198	GO:0004129	0	0	0	2	MAG2Ontology
MAG-198	GO:0004634	0	0	0	1	MAG2Ontology
MAG-198	GO:0008976	0	0	0	1	MAG2Ontology
MAG-198	GO:0020037	0	0	0	1	MAG2Ontology
MAG-198	GO:0046912	0	0	0	1	MAG2Ontology
MAG-198	GO:0048038	0	0	0	1	MAG2Ontology
MAG-198	K00333	0	0	0	1	MAG2Ontology
MAG-198	K01647	0	0	0	1	MAG2Ontology
MAG-198	K01689	0	0	0	1	MAG2Ontology
MAG-199	1MU5M	0	0	0	1	MAG2Ontology
MAG-199	1MUKX	0	0	0	1	MAG2Ontology
MAG-199	1MVIH	0	0	0	1	MAG2Ontology
MAG-199	1N3PN	0	0	0	1	MAG2Ontology
MAG-199	1N6EM	0	0	0	1	MAG2Ontology
MAG-199	2VHM6	0	0	0	1	MAG2Ontology
MAG-199	2VHSF	0	0	0	1	MAG2Ontology
MAG-199	2VM27	0	0	0	1	MAG2Ontology
MAG-199	2VM8J	0	0	0	1	MAG2Ontology
MAG-199	COG0148	0	0	0	1	MAG2Ontology
MAG-199	COG0372	0	0	0	1	MAG2Ontology
MAG-199	COG1053	0	0	0	1	MAG2Ontology
MAG-199	COG2010	0	0	0	1	MAG2Ontology
MAG-199	COG2885	0	0	0	1	MAG2Ontology
MAG-199	GO:0000015	0	0	0	1	MAG2Ontology
MAG-199	GO:0004108	0	0	0	1	MAG2Ontology
MAG-199	GO:0004129	0	0	0	2	MAG2Ontology
MAG-199	GO:0004634	0	0	0	1	MAG2Ontology
MAG-199	GO:0005840	0	0	0	1	MAG2Ontology
MAG-199	GO:0009055	0	0	0	1	MAG2Ontology
MAG-199	GO:0015934	0	0	0	1	MAG2Ontology
MAG-199	GO:0016627	0	0	0	1	MAG2Ontology
MAG-199	GO:0020037	0	0	0	2	MAG2Ontology
MAG-199	GO:0022900	0	0	0	1	MAG2Ontology
MAG-199	GO:0046912	0	0	0	1	MAG2Ontology
MAG-199	GO:0051301	0	0	0	1	MAG2Ontology
MAG-199	K00239	0	0	0	1	MAG2Ontology
MAG-199	K01647	0	0	0	1	MAG2Ontology
MAG-199	K01689	0	0	0	1	MAG2Ontology
MAG-199	K03286	0	0	0	1	MAG2Ontology
MAG-199	K15864	0	0	0	1	MAG2Ontology
MAG-200	1MUEV	0	0	0	1	MAG2Ontology
MAG-200	2VH8R	0	0	0	1	MAG2Ontology
MAG-200	COG0148	0	0	0	1	MAG2Ontology
MAG-200	COG1028	0	0	0	1	MAG2Ontology
MAG-200	GO:0000015	0	0	0	1	MAG2Ontology
MAG-200	GO:0004129	0	0	0	1	MAG2Ontology
MAG-200	GO:0004634	0	0	0	1	MAG2Ontology
MAG-200	GO:0008976	0	0	0	1	MAG2Ontology
MAG-200	GO:0015562	0	0	0	1	MAG2Ontology
MAG-200	GO:0018454	0	0	0	1	MAG2Ontology
MAG-200	GO:0020037	0	0	0	1	MAG2Ontology
MAG-200	K00023	0	0	0	1	MAG2Ontology
MAG-200	K01689	0	0	0	1	MAG2Ontology
MAG-201	1MU5M	0	0	0	2	MAG2Ontology
MAG-201	1MUEV	0	0	0	1	MAG2Ontology
MAG-201	1MUKX	0	0	0	1	MAG2Ontology
MAG-201	1MVE2	0	0	0	2	MAG2Ontology
MAG-201	1MVIN	0	0	0	1	MAG2Ontology
MAG-201	1N6EM	0	0	0	1	MAG2Ontology
MAG-201	1RB94	0	0	0	2	MAG2Ontology
MAG-201	2VH8R	0	0	0	1	MAG2Ontology
MAG-201	2VHM6	0	0	0	1	MAG2Ontology
MAG-201	2VM27	0	0	0	1	MAG2Ontology
MAG-201	COG0148	0	0	0	2	MAG2Ontology
MAG-201	COG0372	0	0	0	1	MAG2Ontology
MAG-201	COG0649	0	0	0	1	MAG2Ontology
MAG-201	COG0840	0	0	0	3	MAG2Ontology
MAG-201	COG1028	0	0	0	2	MAG2Ontology
MAG-201	COG1053	0	0	0	2	MAG2Ontology
MAG-201	COG1392	0	0	0	3	MAG2Ontology
MAG-201	COG1538	0	0	0	1	MAG2Ontology
MAG-201	COG2010	0	0	0	1	MAG2Ontology
MAG-201	COG2326	0	0	0	2	MAG2Ontology
MAG-201	COG2885	0	0	0	5	MAG2Ontology
MAG-201	GO:0000015	0	0	0	2	MAG2Ontology
MAG-201	GO:0004108	0	0	0	1	MAG2Ontology
MAG-201	GO:0004129	0	0	0	3	MAG2Ontology
MAG-201	GO:0004634	0	0	0	2	MAG2Ontology
MAG-201	GO:0005509	0	0	0	2	MAG2Ontology
MAG-201	GO:0008976	0	0	0	1	MAG2Ontology
MAG-201	GO:0009055	0	0	0	10	MAG2Ontology
MAG-201	GO:0009089	0	0	0	2	MAG2Ontology
MAG-201	GO:0015562	0	0	0	2	MAG2Ontology
MAG-201	GO:0016625	0	0	0	2	MAG2Ontology
MAG-201	GO:0016627	0	0	0	3	MAG2Ontology
MAG-201	GO:0018454	0	0	0	1	MAG2Ontology
MAG-201	GO:0020037	0	0	0	9	MAG2Ontology
MAG-201	GO:0022900	0	0	0	4	MAG2Ontology
MAG-201	GO:0030288	0	0	0	2	MAG2Ontology
MAG-201	GO:0046912	0	0	0	1	MAG2Ontology
MAG-201	GO:0046983	0	0	0	1	MAG2Ontology
MAG-201	GO:0048038	0	0	0	1	MAG2Ontology
MAG-201	GO:0051301	0	0	0	1	MAG2Ontology
MAG-201	K00023	0	0	0	1	MAG2Ontology
MAG-201	K00239	0	0	0	1	MAG2Ontology
MAG-201	K00333	0	0	0	1	MAG2Ontology
MAG-201	K01647	0	0	0	1	MAG2Ontology
MAG-201	K01689	0	0	0	2	MAG2Ontology
MAG-201	K03286	0	0	0	1	MAG2Ontology
MAG-201	K03406	0	0	0	2	MAG2Ontology
MAG-201	K07220	0	0	0	3	MAG2Ontology
MAG-201	K15725	0	0	0	1	MAG2Ontology
MAG-202	1MU5M	0	0	0	1	MAG2Ontology
MAG-202	1MUEV	0	0	0	1	MAG2Ontology
MAG-202	1MUKX	0	0	0	1	MAG2Ontology
MAG-202	1MVE2	0	0	0	3	MAG2Ontology
MAG-202	1RB94	0	0	0	2	MAG2Ontology
MAG-202	2VH8R	0	0	0	1	MAG2Ontology
MAG-202	2VHM6	0	0	0	1	MAG2Ontology
MAG-202	COG0148	0	0	0	2	MAG2Ontology
MAG-202	COG0372	0	0	0	1	MAG2Ontology
MAG-202	COG0840	0	0	0	1	MAG2Ontology
MAG-202	COG1028	0	0	0	1	MAG2Ontology
MAG-202	COG1053	0	0	0	1	MAG2Ontology
MAG-202	COG1140	0	0	0	1	MAG2Ontology
MAG-202	COG1392	0	0	0	4	MAG2Ontology
MAG-202	COG2326	0	0	0	3	MAG2Ontology
MAG-202	GO:0000015	0	0	0	2	MAG2Ontology
MAG-202	GO:0004108	0	0	0	1	MAG2Ontology
MAG-202	GO:0004129	0	0	0	3	MAG2Ontology
MAG-202	GO:0004634	0	0	0	2	MAG2Ontology
MAG-202	GO:0008940	0	0	0	1	MAG2Ontology
MAG-202	GO:0008976	0	0	0	3	MAG2Ontology
MAG-202	GO:0009055	0	0	0	6	MAG2Ontology
MAG-202	GO:0009089	0	0	0	1	MAG2Ontology
MAG-202	GO:0009325	0	0	0	1	MAG2Ontology
MAG-202	GO:0016625	0	0	0	1	MAG2Ontology
MAG-202	GO:0016627	0	0	0	1	MAG2Ontology
MAG-202	GO:0016779	0	0	0	1	MAG2Ontology
MAG-202	GO:0018454	0	0	0	1	MAG2Ontology
MAG-202	GO:0020037	0	0	0	6	MAG2Ontology
MAG-202	GO:0022900	0	0	0	2	MAG2Ontology
MAG-202	GO:0042126	0	0	0	1	MAG2Ontology
MAG-202	GO:0046912	0	0	0	1	MAG2Ontology
MAG-202	GO:0046983	0	0	0	1	MAG2Ontology
MAG-202	GO:0051301	0	0	0	1	MAG2Ontology
MAG-202	K00023	0	0	0	1	MAG2Ontology
MAG-202	K00239	0	0	0	1	MAG2Ontology
MAG-202	K00371	0	0	0	1	MAG2Ontology
MAG-202	K01647	0	0	0	1	MAG2Ontology
MAG-202	K01689	0	0	0	2	MAG2Ontology
MAG-202	K03406	0	0	0	1	MAG2Ontology
MAG-202	K07220	0	0	0	4	MAG2Ontology
MAG-203	1MU5M	0	0	0	1	MAG2Ontology
MAG-203	1MUKX	0	0	0	1	MAG2Ontology
MAG-203	1MUTQ	0	0	0	1	MAG2Ontology
MAG-203	1MVE2	0	0	0	2	MAG2Ontology
MAG-203	1MVIH	0	0	0	1	MAG2Ontology
MAG-203	1N3PN	0	0	0	1	MAG2Ontology
MAG-203	1N6EM	0	0	0	2	MAG2Ontology
MAG-203	1RB94	0	0	0	2	MAG2Ontology
MAG-203	2VHM6	0	0	0	1	MAG2Ontology
MAG-203	2VHSF	0	0	0	1	MAG2Ontology
MAG-203	2VM27	0	0	0	2	MAG2Ontology
MAG-203	2VM8J	0	0	0	1	MAG2Ontology
MAG-203	COG0129	0	0	0	1	MAG2Ontology
MAG-203	COG0148	0	0	0	2	MAG2Ontology
MAG-203	COG0372	0	0	0	1	MAG2Ontology
MAG-203	COG1053	0	0	0	1	MAG2Ontology
MAG-203	COG1392	0	0	0	3	MAG2Ontology
MAG-203	COG2010	0	0	0	2	MAG2Ontology
MAG-203	COG2326	0	0	0	2	MAG2Ontology
MAG-203	COG2885	0	0	0	2	MAG2Ontology
MAG-203	GO:0000015	0	0	0	2	MAG2Ontology
MAG-203	GO:0004108	0	0	0	1	MAG2Ontology
MAG-203	GO:0004129	0	0	0	3	MAG2Ontology
MAG-203	GO:0004160	0	0	0	1	MAG2Ontology
MAG-203	GO:0004634	0	0	0	2	MAG2Ontology
MAG-203	GO:0008976	0	0	0	2	MAG2Ontology
MAG-203	GO:0009055	0	0	0	7	MAG2Ontology
MAG-203	GO:0016625	0	0	0	1	MAG2Ontology
MAG-203	GO:0016627	0	0	0	1	MAG2Ontology
MAG-203	GO:0020037	0	0	0	8	MAG2Ontology
MAG-203	GO:0022900	0	0	0	2	MAG2Ontology
MAG-203	GO:0046912	0	0	0	1	MAG2Ontology
MAG-203	GO:0051301	0	0	0	1	MAG2Ontology
MAG-203	K00239	0	0	0	1	MAG2Ontology
MAG-203	K01647	0	0	0	1	MAG2Ontology
MAG-203	K01687	0	0	0	1	MAG2Ontology
MAG-203	K01689	0	0	0	2	MAG2Ontology
MAG-203	K03286	0	0	0	2	MAG2Ontology
MAG-203	K07220	0	0	0	3	MAG2Ontology
MAG-203	K15864	0	0	0	1	MAG2Ontology
MAG-204	1MUKX	0	0	0	1	MAG2Ontology
MAG-204	1MVE2	0	0	0	1	MAG2Ontology
MAG-204	COG0372	0	0	0	1	MAG2Ontology
MAG-204	COG2326	0	0	0	1	MAG2Ontology
MAG-204	GO:0004108	0	0	0	1	MAG2Ontology
MAG-204	GO:0005840	0	0	0	2	MAG2Ontology
MAG-204	GO:0009055	0	0	0	1	MAG2Ontology
MAG-204	GO:0015934	0	0	0	1	MAG2Ontology
MAG-204	GO:0016625	0	0	0	1	MAG2Ontology
MAG-204	GO:0046912	0	0	0	1	MAG2Ontology
MAG-204	K01647	0	0	0	1	MAG2Ontology
MAG-205	GO:0005840	0	0	0	1	MAG2Ontology
MAG-206	COG1028	0	0	0	1	MAG2Ontology
MAG-207	1MURH	0	0	0	1	MAG2Ontology
MAG-207	COG0499	0	0	0	1	MAG2Ontology
MAG-207	COG0542	0	0	0	1	MAG2Ontology
MAG-207	COG1028	0	0	0	1	MAG2Ontology
MAG-207	GO:0004013	0	0	0	1	MAG2Ontology
MAG-207	GO:0005840	0	0	0	3	MAG2Ontology
MAG-207	GO:0009408	0	0	0	1	MAG2Ontology
MAG-207	GO:0015934	0	0	0	1	MAG2Ontology
MAG-207	GO:0019538	0	0	0	1	MAG2Ontology
MAG-207	GO:0042026	0	0	0	1	MAG2Ontology
MAG-207	K01251	0	0	0	1	MAG2Ontology
MAG-208	GO:0005840	0	0	0	4	MAG2Ontology
MAG-208	GO:0015934	0	0	0	2	MAG2Ontology
MAG-208	GO:0015935	0	0	0	1	MAG2Ontology
MAG-209	1MU33	0	0	0	1	MAG2Ontology
MAG-209	1MUCV	0	0	0	1	MAG2Ontology
MAG-209	1MUEV	0	0	0	1	MAG2Ontology
MAG-209	1MURR	0	0	0	1	MAG2Ontology
MAG-209	1MVB9	0	0	0	1	MAG2Ontology
MAG-209	1MVTD	0	0	0	1	MAG2Ontology
MAG-209	1MVW2	0	0	0	1	MAG2Ontology
MAG-209	1MWUN	0	0	0	2	MAG2Ontology
MAG-209	1R9YZ	0	0	0	1	MAG2Ontology
MAG-209	2VH8R	0	0	0	1	MAG2Ontology
MAG-209	2VI1P	0	0	0	1	MAG2Ontology
MAG-209	2VI3Q	0	0	0	1	MAG2Ontology
MAG-209	2VIW1	0	0	0	1	MAG2Ontology
MAG-209	2VQ4W	0	0	0	1	MAG2Ontology
MAG-209	COG0052	0	0	0	1	MAG2Ontology
MAG-209	COG0090	0	0	0	1	MAG2Ontology
MAG-209	COG0097	0	0	0	1	MAG2Ontology
MAG-209	COG0459	0	0	0	1	MAG2Ontology
MAG-209	COG0480	0	0	0	1	MAG2Ontology
MAG-209	COG0605	0	0	0	1	MAG2Ontology
MAG-209	COG1028	0	0	0	1	MAG2Ontology
MAG-209	COG1140	0	0	0	1	MAG2Ontology
MAG-209	COG1185	0	0	0	1	MAG2Ontology
MAG-209	COG1538	0	0	0	2	MAG2Ontology
MAG-209	COG4771	0	0	0	1	MAG2Ontology
MAG-209	GO:0003746	0	0	0	2	MAG2Ontology
MAG-209	GO:0003924	0	0	0	3	MAG2Ontology
MAG-209	GO:0004654	0	0	0	1	MAG2Ontology
MAG-209	GO:0004784	0	0	0	2	MAG2Ontology
MAG-209	GO:0005525	0	0	0	3	MAG2Ontology
MAG-209	GO:0005840	0	0	0	18	MAG2Ontology
MAG-209	GO:0006396	0	0	0	1	MAG2Ontology
MAG-209	GO:0006402	0	0	0	1	MAG2Ontology
MAG-209	GO:0006414	0	0	0	2	MAG2Ontology
MAG-209	GO:0006457	0	0	0	3	MAG2Ontology
MAG-209	GO:0006801	0	0	0	2	MAG2Ontology
MAG-209	GO:0008940	0	0	0	1	MAG2Ontology
MAG-209	GO:0009325	0	0	0	1	MAG2Ontology
MAG-209	GO:0015562	0	0	0	2	MAG2Ontology
MAG-209	GO:0015934	0	0	0	4	MAG2Ontology
MAG-209	GO:0015935	0	0	0	2	MAG2Ontology
MAG-209	GO:0016639	0	0	0	1	MAG2Ontology
MAG-209	GO:0018454	0	0	0	1	MAG2Ontology
MAG-209	GO:0019538	0	0	0	1	MAG2Ontology
MAG-209	GO:0019843	0	0	0	3	MAG2Ontology
MAG-209	GO:0042026	0	0	0	1	MAG2Ontology
MAG-209	GO:0042126	0	0	0	1	MAG2Ontology
MAG-209	GO:0051301	0	0	0	2	MAG2Ontology
MAG-209	K00023	0	0	0	1	MAG2Ontology
MAG-209	K00371	0	0	0	1	MAG2Ontology
MAG-209	K00658	0	0	0	1	MAG2Ontology
MAG-209	K00962	0	0	0	1	MAG2Ontology
MAG-209	K01999	0	0	0	4	MAG2Ontology
MAG-209	K02355	0	0	0	1	MAG2Ontology
MAG-209	K02886	0	0	0	1	MAG2Ontology
MAG-209	K02933	0	0	0	1	MAG2Ontology
MAG-209	K02967	0	0	0	1	MAG2Ontology
MAG-209	K04077	0	0	0	1	MAG2Ontology
MAG-209	K04564	0	0	0	1	MAG2Ontology
MAG-209	K15725	0	0	0	2	MAG2Ontology
MAG-210	1MUKX	0	0	0	1	MAG2Ontology
MAG-210	COG0372	0	0	0	1	MAG2Ontology
MAG-210	GO:0004108	0	0	0	1	MAG2Ontology
MAG-210	GO:0005840	0	0	0	3	MAG2Ontology
MAG-210	GO:0015934	0	0	0	1	MAG2Ontology
MAG-210	GO:0015935	0	0	0	1	MAG2Ontology
MAG-210	GO:0019843	0	0	0	1	MAG2Ontology
MAG-210	GO:0046912	0	0	0	1	MAG2Ontology
MAG-210	K01647	0	0	0	1	MAG2Ontology
MAG-211	GO:0015934	0	0	0	1	MAG2Ontology
MAG-212	GO:0005840	0	0	0	1	MAG2Ontology
MAG-213	GO:0005840	0	0	0	1	MAG2Ontology
MAG-213	GO:0015935	0	0	0	1	MAG2Ontology
MAG-213	GO:0019843	0	0	0	1	MAG2Ontology
MAG-214	GO:0015935	0	0	0	1	MAG2Ontology
MAG-215	GO:0015935	0	0	0	1	MAG2Ontology
MAG-218	COG0050	0	0	0	1	MAG2Ontology
MAG-218	GO:0003746	0	0	0	1	MAG2Ontology
MAG-218	GO:0003924	0	0	0	1	MAG2Ontology
MAG-218	GO:0005525	0	0	0	1	MAG2Ontology
MAG-218	GO:0006414	0	0	0	1	MAG2Ontology
MAG-218	K02358	0	0	0	1	MAG2Ontology
MAG-219	GO:0009055	0	0	0	1	MAG2Ontology
MAG-219	GO:0016625	0	0	0	1	MAG2Ontology
MAG-220	COG0050	0	0	0	1	MAG2Ontology
MAG-220	GO:0003746	0	0	0	1	MAG2Ontology
MAG-220	GO:0003924	0	0	0	1	MAG2Ontology
MAG-220	GO:0005525	0	0	0	1	MAG2Ontology
MAG-220	GO:0006414	0	0	0	1	MAG2Ontology
MAG-220	K02358	0	0	0	1	MAG2Ontology
MAG-221	GO:0015934	0	0	0	1	MAG2Ontology
MAG-222	1MU9K	0	0	0	1	MAG2Ontology
MAG-222	1MV0X	0	0	0	1	MAG2Ontology
MAG-222	1MW9S	0	0	0	1	MAG2Ontology
MAG-222	1N3PN	0	0	0	1	MAG2Ontology
MAG-222	2VHSF	0	0	0	1	MAG2Ontology
MAG-222	2VIQR	0	0	0	1	MAG2Ontology
MAG-222	COG1629	0	0	0	1	MAG2Ontology
MAG-222	COG2010	0	0	0	1	MAG2Ontology
MAG-222	COG4771	0	0	0	1	MAG2Ontology
MAG-222	COG4774	0	0	0	1	MAG2Ontology
MAG-222	COG5013	0	0	0	1	MAG2Ontology
MAG-222	GO:0008940	0	0	0	1	MAG2Ontology
MAG-222	GO:0009055	0	0	0	1	MAG2Ontology
MAG-222	GO:0009325	0	0	0	1	MAG2Ontology
MAG-222	GO:0015934	0	0	0	2	MAG2Ontology
MAG-222	GO:0020037	0	0	0	1	MAG2Ontology
MAG-222	GO:0042126	0	0	0	1	MAG2Ontology
