"SUID","EnrichmentMap::Colouring (Cd2CK_egg_go_ko)","EnrichmentMap::ES (Cd2CK_egg_go_ko)","EnrichmentMap::fdr_qvalue (Cd2CK_egg_go_ko)","EnrichmentMap::Formatted_name","EnrichmentMap::fwer_qvalue (Cd2CK_egg_go_ko)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (Cd2CK_egg_go_ko)","EnrichmentMap::pvalue (Cd2CK_egg_go_ko)","name","selected","shared name"
"3897","0.9949","0.5928","0.0986","GO:0006396
","0.9399","KFB77730.1|EXI69715.1|RLS51732.1|ODU88478.1|WP_099738250.1|ODS97385.1|WP_079434836.1|CAP43450.1|WP_004293116.1|WP_079433542.1|WP_026686494.1|WP_027458462.1|RYD57737.1|WP_106749718.1|OJW50712.1|WP_124539589.1|PKO94245.1|WP_049725106.1|WP_117608591.1|PIQ12327.1|RTL34365.1|WP_069040294.1|RTL47735.1|ODS68942.1|WP_131111218.1|WP_129350806.1|RZJ95262.1|WP_062353565.1|WP_066879881.1|OJX25964.1|WP_079433476.1|WP_121459553.1|WP_124855481.1|WP_054017772.1|PZP29908.1|RZL03004.1|PKO80563.1|WP_056068348.1|KFB65965.1","RNA processing","39","ENR","GO:0006396","1.6188","0.0051","GO:0006396","false","GO:0006396"
"3898","0.9654","0.5261","0.2013","K15726
","1.0","WP_012806082.1|ODS89253.1|WP_003073764.1|TAJ60610.1|WP_018506902.1|WP_012203018.1|WP_024567737.1|WP_066882428.1|WP_077236488.1|WP_079434733.1|WP_079435910.1|WP_117608317.1|WP_011870076.1|OJW81811.1|WP_027457862.1|WP_086078994.1|WP_090190423.1|WP_109040872.1|WP_091937180.1|OJW35049.1|WP_119591957.1|WP_045836594.1|ODS99610.1|WP_061955778.1|WP_009238025.1|WP_049621731.1|WP_014236003.1|SPS06167.1|WP_104801473.1|WP_066331545.1|WP_120557252.1|WP_014236233.1|WP_046238505.1|ODU30630.1|WP_079436225.1|PKO27867.1|PKO38844.1|WP_109041803.1","czcA, cusA, cnrA; heavy metal efflux system protein","38","ENR","K15726","1.4326","0.0346","K15726","false","K15726"
"3899","0.9712","0.4721","0.216","COG1538
","1.0","WP_132572950.1|WP_011764389.1|WP_119303262.1|WP_058817630.1|WP_083917467.1|OHC64350.1|WP_117607931.1|SBT04426.1|WP_081444079.1|OYY63427.1|WP_104801475.1|WP_124540844.1|OYT20548.1|WP_058142321.1|ODS51166.1|KFB68143.1|RTL17381.1|AOV06077.1|OJW28870.1|WP_079434731.1|WP_116535496.1|PAW66675.1|WP_012806080.1|WP_132572774.1|KFB67069.1|WP_079436223.1|WP_084019512.1|WP_079436202.1|RIX44650.1|WP_054622006.1|WP_012204759.1|WP_068173169.1|PKO38843.1|WP_007913313.1|WP_062351933.1|WP_082151508.1|WP_012203020.1|PKO64177.1|WP_014236231.1|WP_046238507.1|WP_014237668.1|WP_066880267.1|WP_088179506.1|PKO35913.1|WP_035638935.1|EXI71985.1|WP_012586304.1|WP_062357321.1|RTL27728.1|RIX44190.1|KFB67271.1|WP_121456475.1|WP_027457260.1|PKO35894.1|WP_106748402.1|PKO84695.1|WP_011288531.1|PZR28411.1|OJW35049.1|KFB67137.1|KFB78201.1|RTL42948.1","efflux transmembrane transporter activity","62","ENR","COG1538","1.3961","0.0288","COG1538","false","COG1538"
"3900","0.9308","0.5726","0.2192","K15727
","1.0","ODU27191.1|WP_090316639.1|WP_014236232.1|WP_016451969.1|WP_046238506.1|WP_059400210.1|PKO27901.1|WP_079436224.1|WP_027456350.1|WP_086104530.1|WP_024567736.1|WP_052484436.1|WP_117608318.1|ODU30629.1|WP_066882430.1|WP_051247245.1|WP_034928694.1|WP_083537691.1|PZO13723.1|WP_003111093.1|WP_066787383.1|WP_133366547.1","czcB, cusB, cnrB; membrane fusion protein, heavy metal efflux system","22","ENR","K15727","1.3971","0.0692","K15727","false","K15727"
"3901","-0.9742999999999999","-0.6726","0.1158","GO:0008976
","0.9783","TAH50053.1|EXI86266.1|WP_079433491.1|PJI41122.1|RTL38218.1|OHB25114.1|EXI91054.1|KFB70730.1|ABF61689.1|KFB67556.1|ANQ43851.1|KFB67261.1|PKO93698.1|TAH13192.1|WP_079435633.1","polyphosphate kinase activity","15","ENR","GO:0008976","-1.5739","0.0257","GO:0008976","false","GO:0008976"
"3902","0.9472","0.6272","0.2003","GO:0004013
","1.0","WP_136551970.1|WP_013506879.1|EDP74085.1|WP_062358397.1|WP_062626449.1|WP_088534965.1|WP_107494321.1|WP_129219830.1|WP_046849510.1|WP_020205948.1|WP_061500108.1|RIK88231.1|OGB48659.1|TAD90173.1|WP_012207716.1|OQW81634.1|WP_086619775.1","adenosylhomocysteinase activity","17","ENR","GO:0004013","1.4438","0.0528","GO:0004013","false","GO:0004013"
"3903","0.9928","0.6516","0.1016","K15725
","0.9394","WP_062351933.1|WP_012203020.1|WP_014236231.1|WP_046238507.1|RTL17381.1|AOV06077.1|OJW28870.1|WP_079434731.1|OYY63427.1|WP_116535496.1|WP_104801475.1|WP_012806080.1|WP_132572774.1|KFB67069.1|WP_079436223.1|WP_084019512.1|KFB67271.1|WP_079436202.1|RIX44650.1|PKO35894.1|RTL42948.1|WP_054622006.1|WP_012204759.1|PKO38843.1","czcC, cusC, cnrC; outer membrane protein, heavy metal efflux system","24","ENR","K15725","1.6194","0.0072","K15725","false","K15725"
"3904","0.9901","0.6551","0.0993","GO:0004654
","0.9505","KFB77730.1|WP_066879881.1|OJX25964.1|WP_121459553.1|WP_124855481.1|RLS51732.1|ODU88478.1|PZP29908.1|RZL03004.1|ODS97385.1|WP_079433542.1|RYD57737.1|WP_106749718.1|WP_124539589.1|WP_056068348.1|WP_049725106.1|PIQ12327.1|WP_069040294.1|ODS68942.1|WP_129350806.1|RZJ95262.1|WP_062353565.1|KFB65965.1","polyribonucleotide nucleotidyltransferase activity","23","ENR","GO:0004654","1.6121","0.0099","GO:0004654","false","GO:0004654"
"3905","-1.0","-0.428","0.1023","GO:0020037
","0.953","CAI06598.1|WP_004301737.1|EXI86426.1|EXI90076.1|AHZ56225.1|WP_121459196.1|WP_027459187.1|ENO97949.1|KFB69436.1|WP_011286478.1|WP_129051040.1|WP_079433090.1|RPJ46603.1|WP_050417154.1|RTL40011.1|OHC61306.1|OHC64126.1|WP_076096509.1|WP_079435145.1|OQW84783.1|WP_086912295.1|PKO56461.1|WP_108977384.1|WP_116534872.1|WP_119107391.1|RIX44719.1|EKU98927.1|TAK48549.1|TEX48909.1|WP_080057994.1|RUP39917.1|WP_085412445.1|WP_061984543.1|WP_035639600.1|KFB77698.1|EXI89315.1|KFB74534.1|OJX50216.1|PKP08193.1|WP_117609437.1|KFB68366.1|KFB77654.1|SBT03244.1|KFB72864.1|KFB76053.1|OQW81490.1|WP_090320256.1|ENO95083.1|GAO25970.1|EXI74515.1|WP_004301739.1|WP_027459186.1|WP_117609407.1|RPH40606.1|EXI86766.1|PKO46430.1|EXI69201.1|WP_116534870.1|WP_056876288.1|WP_057674903.1|OYY34710.1|PKO33803.1|WP_135191511.1|RTL40498.1|WP_015768558.1|WP_127995390.1|RTL30063.1|TEX44520.1|OQW34708.1|WP_053419955.1|RTL37487.1|SLM45716.1|WP_075147423.1|OAI45762.1|RTL20831.1|WP_088483203.1|WP_090322662.1|PIG08553.1|RIX47036.1|RTL37489.1|WP_119287610.1|WP_121427546.1|TAH52643.1|WP_132648268.1|WP_062350718.1|WP_011828451.1|THJ23090.1|WP_077331955.1|KFB75280.1|TKB86355.1|OYT20705.1|WP_019879827.1|WP_099636465.1|WP_082233045.1|TEX48897.1|RIX46274.1|EXI89313.1|KFB74533.1|WP_106749016.1|WP_042044955.1|WP_019844723.1|WP_065760873.1|WP_132545117.1|KFB75051.1|WP_008943810.1|EXI87067.1|WP_068635634.1|KFB71624.1|WP_062353233.1|SBT06512.1|WP_091399923.1|WP_114234547.1|PZN50127.1|WP_079437376.1|WP_012202430.1|WP_004303635.1|WP_004264027.1|WP_112990494.1|KFB73398.1|WP_079435722.1|KFB73937.1|GAO42683.1|WP_079432803.1|PKO34560.1|PKO34561.1|WP_079432804.1|WP_061968293.1|OQW84284.1|WP_043821544.1|OQW84285.1|EXI85473.1|KFB67476.1|KFB70735.1|WP_062357906.1|EXI91059.1|OQW74560.1|TAH48973.1|WP_011766814.1|EXI78944.1|WP_027459151.1|KFB71149.1|WP_079433806.1|RTL24385.1|WP_090070101.1|WP_102247199.1|WP_126978397.1|PKO30906.1|AOF82893.1|WP_027456424.1|WP_079432727.1|WP_066884220.1|OJX20373.1|KXB29354.1|WP_101942277.1|PKO27494.1|WP_079433093.1|RTL30765.1|RME97841.1|TEX48948.1|OQW81911.1|RTL29810.1|WP_040040698.1|PKO46484.1|WP_121242395.1|EXI79853.1|KFB68332.1|WP_079432800.1|PKO59819.1|WP_114350801.1|BAO02580.1|EXI85300.1|SBT08714.1|OGA45015.1|OIP10440.1|RMG33618.1|ACF98171.1|WP_066882508.1|OJX10864.1|WP_039393687.1|WP_014238319.1|WP_011287328.1|TEX48120.1|WP_013800253.1|WP_090750480.1|TEX46913.1|TKB70247.1|OYT20704.1|ABX38218.1|WP_053419897.1|TAH50443.1|PZU55762.1|RTL43614.1|WP_079436683.1|WP_090320540.1|WP_114968938.1|RPI47557.1|RTL27654.1|RZL54273.1|KFB74582.1|WP_016445199.1|OYY38050.1|WP_121459197.1|EXI73901.1|ODU58192.1|WP_004303747.1|PKP86951.1|RMF41052.1|WP_127089964.1|WP_119964852.1|WP_079433091.1|WP_133588295.1|WP_085961220.1|WP_088178985.1|WP_018151794.1|PKO26647.1|RIX41175.1|TDQ47100.1|WP_068491810.1|ODU56528.1|WP_137194094.1|WP_013029265.1|WP_108106829.1|WP_084721056.1","heme binding","223","ENR","GO:0020037","-1.6066","0.0","GO:0020037","false","GO:0020037"
"3906","0.9829","0.7001","0.1047","1MU33
","0.9846","WP_108176863.1|WP_114401720.1|WP_121457190.1|EXI89281.1|EFF86474.1|KFB67245.1|OJW50010.1|KFB73077.1|RIZ69250.1|WP_004301412.1|WP_010397614.1|WP_012206747.1|WP_062354893.1|OQW81897.1|WP_110527036.1|RTL31940.1","Belongs to the universal ribosomal protein uS2 family","16","ENR","1MU33","1.5832","0.0171","1MU33","false","1MU33"
"3907","-0.969","-0.6709","0.1152","1MVE2
","0.9824","TAH50053.1|RTL29051.1|EXI86266.1|PJI41122.1|KFB73888.1|KFB77543.1|RTL38218.1|OHB25114.1|EXI91054.1|KFB70730.1|EXI89389.1|KFB67261.1|PKO93698.1|TAH13192.1|WP_079435633.1","polyphosphate kinase","15","ENR","1MVE2","-1.5669","0.031","1MVE2","false","1MVE2"
"3908","-0.9884","-0.4851","0.146","GO:0004129
","0.9991","RTL27371.1|RZJ15583.1|TEX48121.1|WP_121459196.1|ENO97949.1|WP_011286478.1|KFB75021.1|WP_079433090.1|RPJ46603.1|EXI79854.1|TAH39823.1|OYY34710.1|PKO33803.1|WP_135191511.1|PTQ78586.1|RTL40498.1|WP_015768558.1|PLX75252.1|RTL38232.1|RUP39917.1|WP_014428125.1|WP_077331955.1|WP_062357906.1|TAH48973.1|WP_011766814.1|WP_027459151.1|KFB68361.1|WP_004305194.1|WP_088178900.1|SMB26997.1|CCG96484.1|WP_026781577.1|WP_043742265.1|TAM43965.1|WP_121242395.1|ADR31672.1|RTL00487.1|EXI67863.1|WP_027458136.1|WP_041099745.1|KFB68366.1|KFB77654.1|ALB05717.1|SBT03244.1|WP_066155737.1|WP_086926796.1|EXI79853.1|PWB55871.1|KFB68332.1|WP_110523532.1|PZU55555.1|RIX42539.1","cytochrome-c oxidase activity","52","ENR","GO:0004129","-1.4873","0.0116","GO:0004129","false","GO:0004129"
"3909","-0.957","-0.5386","0.1924","GO:0048038
","1.0","WP_012696015.1|WP_020226911.1|WP_038208697.1|WP_079433620.1|RIK98775.1|ODS60244.1|TBR08464.1|OFW88070.1|WP_010102649.1|WP_038248771.1|BAV98364.1|OYY44609.1|RYZ82537.1|WP_014238062.1|WP_015436667.1|WP_027456251.1|WP_069039992.1|WP_079433619.1|WP_096452407.1|WP_117609321.1|KFB75157.1|KFB72264.1|KPK35597.1|WP_071662197.1|WP_013205653.1|WP_082025606.1","quinone binding","26","ENR","GO:0048038","-1.4376","0.043","GO:0048038","false","GO:0048038"
"3910","0.9288","0.5185","0.2483","COG0174
","1.0","ODV10150.1|RTL29411.1|WP_011289488.1|WP_089416706.1|RTL21828.1|WP_018409825.1|WP_012206801.1|OGT58397.1|WP_062356741.1|PPD29689.1|WP_062356736.1|WP_108623115.1|WP_105531610.1|WP_034832555.1|PCJ60361.1|WP_137101029.1|WP_011764472.1|WP_018150678.1|WP_036248493.1|WP_041096173.1|WP_041322195.1|OIP10589.1|WP_076095626.1|RTL40888.1|KRT70926.1|TAN74085.1|TEX46275.1|RIK93028.1|WP_091906234.1|WP_024901274.1|KFB75662.1","glutamate-ammonia ligase activity","31","ENR","COG0174","1.3586","0.0712","COG0174","false","COG0174"
"3911","0.9835","0.7001","0.1026","COG0052
","0.9882","WP_108176863.1|WP_114401720.1|WP_121457190.1|EXI89281.1|EFF86474.1|KFB67245.1|OJW50010.1|KFB73077.1|RIZ69250.1|WP_004301412.1|WP_010397614.1|WP_012206747.1|WP_062354893.1|OQW81897.1|WP_110527036.1|RTL31940.1","endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","16","ENR","COG0052","1.5781","0.0165","COG0052","false","COG0052"
"3912","-0.9906","-0.727","0.0501","COG1140
","0.6613","WP_011397794.1|KFB69440.1|WP_070987526.1|WP_110258092.1|WP_092997584.1|TAL86698.1|WP_137098945.1|WP_132542637.1|RUQ40370.1|WP_004301710.1|WP_012203041.1|WP_121428012.1|AHA36497.1|WP_087648738.1|BBG74083.1|WP_020564490.1","nitrate reductase beta subunit","16","ENR","COG1140","-1.726","0.0094","COG1140","false","COG1140"
"3913","0.9974","0.4384","0.1925","COG0050
","1.0","PTM19938.1|CUR08644.1|WP_094555909.1|WP_100053551.1|WP_114114452.1|OUX17918.1|AAQ62397.1|WP_124799605.1|ERH40858.1|AIT62738.1|RJT43053.1|WP_056069295.1|KTC77939.1|WP_133797155.1|WP_093281025.1|EKE18052.1|WP_018413323.1|WP_018953727.1|CED79243.1|WP_049411422.1|CTQ57173.1|WP_053322368.1|ODU57472.1|WP_070129492.1|OJX70055.1|OPH17454.1|WP_086919618.1|WP_091940317.1|WP_094002412.1|OYZ00001.1|PUE05831.1|WP_107888850.1|AWW25111.1|WP_114959718.1|WP_115723606.1|WP_115934849.1|OYX25460.1|WP_117380257.1|WP_121219054.1|WP_132985273.1|AFV98459.1|WP_004332390.1|WP_006450618.1|WP_008494540.1|WP_048497737.1|KXK00783.1|RYE05967.1|TAK66595.1|WP_130997957.1|TJW70054.1|SP|P75022.1|EFTU_RHIRD|WP_005879073.1|PZF79076.1|WP_029312050.1|AGO28354.1|WP_032238732.1|WP_076912688.1|KKR79619.1|WP_077239469.1|PCJ42754.1|EQB64020.1|WP_097087654.1|WP_077209457.1|GAK54310.1|PID72391.1|WP_122878230.1|PKT86702.1|PKN73642.1|WP_122890902.1|WP_109453369.1|WP_076891819.1|GBE29179.1|TAN86363.1|WP_035511923.1|EPR32470.1|KML33318.1|WP_021275036.1|RZI44858.1|WP_028957231.1|WP_043949301.1|WP_069444877.1|OJY95462.1|AQT42897.1|WP_087349485.1|PAU95980.1|RZO34591.1|TDI75867.1|EGZ45832.1|CCK48643.1|WP_005483729.1|KGQ25187.1|SFN58997.1|PKN46003.1|PAW66547.1|WP_108780439.1|RWH43609.1|EMU10944.1|WP_016533924.1|WP_039438947.1|OPE42154.1|PID31983.1|WP_128096253.1|TAK92284.1|EGC61563.1|WP_004355307.1|WP_014235481.1|WP_019372615.1|WP_027456679.1|WP_027469922.1|WP_034743456.1|WP_053281820.1|KPN72726.1|KXS30366.1|WP_062352460.1|SDH58430.1|WP_076091607.1|WP_084205124.1|WP_091918820.1|WP_092280200.1|WP_093509984.1|OYW19306.1|WP_100138630.1|PKO82755.1|WP_107865110.1|WP_108360503.1|PZP39388.1|RKZ91889.1|RTL29324.1|RWC56152.1|WP_135048775.1|WP_119212345.1|WP_106875037.1|RMH65484.1|VHH18454.1|WP_054281656.1|ADO63651.1|OJU73943.1|WP_126831844.1|WP_105040437.1|TET29113.1|WP_045726418.1|WP_026770526.1|OYU41616.1|WP_006730011.1|WP_039131350.1|RYY12747.1|WP_116846679.1|WP_057297243.1|WP_114692163.1|KFB69207.1|WP_126170335.1|WP_013614171.1|KRP10551.1|KIF34349.1|WP_076501246.1","This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis","155","ENR","COG0050","1.466","0.0026","COG0050","false","COG0050"
"3914","0.9813","0.4587","0.2122","GO:0015935
","1.0","OQW98398.1|OJV48345.1|WP_056002693.1|WP_112748502.1|OYZ55106.1|OYZ27150.1|WP_056877737.1|WP_071414435.1|EXI78141.1|WP_108176863.1|WP_114401720.1|WP_121457190.1|EFF86474.1|OJW50010.1|RIZ69250.1|WP_004301412.1|WP_010397614.1|WP_012206747.1|WP_079432671.1|WP_062354893.1|WP_012202977.1|RYZ74454.1|OQW81897.1|WP_127116297.1|WP_110527036.1|PZN53727.1|WP_133590432.1|RTL31940.1|TAN12204.1|WP_028989802.1|WP_114966207.1|OQW79827.1|WP_076091671.1|PCI59715.1|ODS90547.1|RZS54540.1|WP_055945224.1|PZR39254.1|OQW34399.1|EXI89281.1|KFB67245.1|KFB73077.1|EXI77760.1|KFB69211.1|EXI74129.1|WP_012202326.1|KFB73850.1|KFB78316.1|OHC65805.1|WP_121458086.1|WP_011237969.1|WP_062352438.1|WP_004859225.1|PKP86785.1|TCM61801.1|WP_027456681.1|PKO29586.1|RIX49056.1|RTL34218.1|WP_026688012.1|WP_106748026.1|WP_034997194.1|TAF82130.1|WP_095524559.1|RME65152.1|WP_011237976.1|WP_011286091.1|AJP49033.1|WP_009855676.1|PIU42396.1|OWQ83434.1|RPH73135.1|WP_119334474.1|RYF81611.1|VTQ05515.1|WP_037556370.1|WP_038312220.1|OHE89796.1|WP_035037918.1|WP_076091637.1|EXI80310.1","small ribosomal subunit","81","ENR","GO:0015935","1.4139","0.0187","GO:0015935","false","GO:0015935"
"3915","0.9985","0.4972","0.1096","GO:0015934
","0.9953","OGA34965.1|WP_101049523.1|WP_015437579.1|WP_028994189.1|RTL34557.1|SMB23634.1|WP_012565938.1|WP_079432652.1|PKO29598.1|WP_014235489.1|WP_042413797.1|EXI90856.1|WP_061499593.1|KFB69200.1|AJP49034.1|WP_079432640.1|WP_022442982.1|KFB78304.1|WP_027456687.1|EXI66804.1|WP_077001766.1|WP_062352453.1|WP_054000501.1|EJW10419.1|WP_002628236.1|KFB66582.1|TEX49232.1|WP_079435603.1|WP_056194799.1|TEX49107.1|WP_004302736.1|OGP00690.1|WP_083439269.1|OGA32556.1|OHC69751.1|OIN90507.1|WP_002931612.1|WP_088483625.1|RYG35231.1|WP_128003175.1|RMG29854.1|AJP49020.1|WP_079432665.1|KFB71954.1|OGT88907.1|WP_066879985.1|KFB78317.1|OHC65429.1|WP_027456668.1|KFB73849.1|PKO38073.1|WP_079432657.1|WP_106829239.1|WP_008061731.1|WP_012202332.1|WP_028461312.1|WP_069039303.1|ODU94598.1|OGT55153.1|PZQ10929.1|WP_088439840.1|WP_079432664.1|RFC34779.1|WP_012202972.1|RFC34810.1|WP_004298452.1|WP_028994187.1|WP_026472350.1|PKO85022.1|WP_028994202.1|PLX71774.1|RTL25783.1|WP_133773092.1|SBT03617.1|EXI80309.1|KFB69202.1|PTT80254.1|PIE65905.1|KFB69195.1|WP_020087351.1|PYP86935.1|WP_073133800.1|WP_038303221.1|EXI78135.1|KIF33689.1|ODT52354.1|WP_008466920.1|WP_012202440.1|PCJ63515.1|PZN53741.1|WP_079690063.1|RPG80493.1","large ribosomal subunit","92","ENR","GO:0015934","1.5605","0.0015","GO:0015934","false","GO:0015934"
"3916","0.999","0.7459","0.0336","K04564
","0.33","RPJ48138.1|WP_011288938.1|WP_114804109.1|WP_092615691.1|PKO84220.1|TAF74398.1|WP_105998390.1|WP_038361093.1|WP_091936163.1|WP_114278342.1|KFB77160.1|RTL28259.1|AGB82336.1|WP_055936105.1|BBG73583.1|WP_119631809.1|WP_129130376.1|WP_056878629.1|OJX20548.1|TAE62552.1","SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]","20","ENR","K04564","1.7655","0.001","K04564","false","K04564"
"3917","-0.9974","-0.623","0.0455","2VM27
","0.6086","WP_132570931.1|WP_128196787.1|WP_004252965.1|WP_012206517.1|WP_019919114.1|WP_026685518.1|WP_053419840.1|RTL03953.1|WP_011766315.1|KFB73466.1|WP_131111132.1|SBT09970.1|WP_008062595.1|WP_028248820.1|SBT05161.1|WP_047195791.1|ACV34416.1|EXI89540.1|PKO62809.1|EXI89542.1|EXI92924.1|KFB66372.1|WP_013966642.1|KFB66374.1|WP_004303499.1|KFB71000.1|KFB75399.1|WP_066883411.1|WP_079434031.1|WP_110524092.1|WP_117609169.1","Belongs to the ompA family","31","ENR","2VM27","-1.7404","0.0026","2VM27","false","2VM27"
"3918","0.984","0.6552","0.1072","1MVB9
","0.9934","KFB77730.1|WP_066879881.1|OJX25964.1|WP_121459553.1|WP_124855481.1|ODU88478.1|PZP29908.1|RZL03004.1|ODS97385.1|WP_079433542.1|WP_106749718.1|WP_124539589.1|WP_049725106.1|PIQ12327.1|WP_069040294.1|ODS68942.1|WP_129350806.1|RZJ95262.1|KFB65965.1|WP_062353565.1","Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction","20","ENR","1MVB9","1.567","0.016","1MVB9","false","1MVB9"
"3919","-1.0","-0.6185","0.0166","GO:0008940
","0.0817","WP_087648738.1|BBG74083.1|WP_011397794.1|KFB69440.1|WP_070987526.1|WP_110258092.1|WP_092997584.1|TAL86698.1|WP_132542637.1|RUQ40370.1|WP_004301710.1|WP_012203041.1|WP_121428012.1|WP_014235623.1|ODS71062.1|EXI81806.1|OGV72118.1|OIP07408.1|RTL04036.1|WP_096701767.1|PKO85107.1|WP_124220621.1|WP_054965449.1|WP_116533705.1|OJY87033.1|WP_117609637.1|WP_136350261.1|WP_020564490.1|WP_090018893.1|WP_095195086.1|WP_114972116.1|WP_010463004.1|WP_012585584.1|STP13002.1|WP_015433959.1|WP_027457213.1|WP_028994809.1|WP_021249830.1|WP_026685578.1|WP_043820335.1|WP_027457638.1|ODS95854.1|WP_042414725.1|OJW48878.1|WP_079435464.1|WP_093358733.1|WP_094267261.1|WP_096450825.1|WP_109040509.1|WP_109119697.1|WP_121457220.1|WP_137098945.1|WP_056197883.1|RTL46920.1|WP_055423062.1|RTL24866.1","nitrate reductase activity","56","ENR","GO:0008940","-1.9336","0.0","GO:0008940","false","GO:0008940"
"3920","0.9876","0.7377","0.0909","1MUQ2
","0.9019","WP_136551970.1|WP_062358397.1|WP_062626449.1|WP_088534965.1|WP_107494321.1|WP_129219830.1|WP_046849510.1|WP_020205948.1|WP_061500108.1|OGB48659.1|RIK88231.1|TAD90173.1|WP_012207716.1|OQW81634.1|WP_086619775.1","May play a key role in the regulation of the intracellular concentration of adenosylhomocysteine","15","ENR","1MUQ2","1.6354","0.0124","1MUQ2","false","1MUQ2"
"3921","0.9551","0.6646","0.1879","2VI1P
","1.0","KFB77730.1|WP_066879881.1|OJX25964.1|WP_121459553.1|WP_124855481.1|ODU88478.1|PZP29908.1|RZL03004.1|ODS97385.1|WP_079433542.1|WP_124539589.1|PIQ12327.1|WP_069040294.1|ODS68942.1|KFB65965.1","Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction","15","ENR","2VI1P","1.4749","0.0449","2VI1P","false","2VI1P"
"3922","0.9985","0.4957","0.1102","COG0459
","0.9968","WP_079686058.1|WP_102648302.1|WP_134195739.1|WP_124649802.1|WP_054124927.1|WP_105506304.1|KMV74149.1|CAY85812.1|WP_004180305.1|WP_013744694.1|PSR14241.1|WP_014074409.1|WP_026687922.1|WP_027473956.1|WP_054018941.1|ODU92658.1|PKO45489.1|WP_119290157.1|WP_120215497.1|RTL33178.1|WP_127089458.1|RYD42434.1|TIV76374.1|WP_137099209.1|WP_032112406.1|WP_034795833.1|WP_038603978.1|WP_057842829.1|OGI62592.1|OJY38051.1|OXS29522.1|WP_102246209.1|WP_127860425.1|TAJ32927.1|OFZ45950.1|PKO93389.1|WP_120048763.1|WP_127255656.1|TAK83852.1|WP_133494368.1|WP_014197822.1|WP_066134479.1|OPY01703.1|WP_112381317.1|WP_135211313.1|WP_013522138.1|WP_050526234.1|WP_008115203.1|OGW20020.1|WP_011236479.1|PHX90008.1|WP_011286192.1|WP_014960846.1|WP_012207458.1|RPF97242.1|WP_015434519.1|WP_027456623.1|WP_038304811.1|WP_056109950.1|WP_062352942.1|WP_067170571.1|OGA06426.1|OGA25275.1|WP_079434226.1|OQW42457.1|WP_014203122.1|OQW82332.1|PKO36077.1|PLX71094.1|WP_056240040.1|WP_121583815.1|WP_131279024.1|WP_133857735.1|TEX44287.1|WP_135177995.1|WP_046297296.1|PYS82967.1|WP_114364533.1|KFB66796.1|KFB73498.1|RDE50699.1|OLC80180.1|PYS86129.1|OGA07404.1|WP_116499074.1|KPK18212.1|RQV97328.1|ARU40517.1|RYG34809.1|KIF30374.1","protein refolding","90","ENR","COG0459","1.5558","0.0015","COG0459","false","COG0459"
"3923","0.9859","0.6397","0.1008","GO:0006402
","0.9885","KFB77730.1|WP_066879881.1|OJX25964.1|WP_121459553.1|WP_124855481.1|RLS51732.1|ODU88478.1|RMD77543.1|PZP29908.1|RZL03004.1|ODS97385.1|WP_079433542.1|RYD57737.1|WP_106749718.1|WP_124539589.1|WP_056068348.1|WP_049725106.1|PIQ12327.1|WP_069040294.1|ODS68942.1|WP_129350806.1|RZJ95262.1|WP_062353565.1|KFB65965.1","mRNA catabolic process","24","ENR","GO:0006402","1.5775","0.0141","GO:0006402","false","GO:0006402"
"3924","-0.9427","-0.5127","0.2255","GO:0000015
","1.0","WP_100378545.1|KFB68186.1|EXI74690.1|EXI86829.1|KFB66257.1|OLL99361.1|WP_042422614.1|OGS92337.1|OHC67264.1|WP_102041803.1|CCL39299.1|PKO71921.1|WP_106748256.1|PZP66845.1|TKT73400.1|WP_084055521.1|WP_088344563.1|SPS06403.1|WP_048674821.1|OGW34266.1|KIF33670.1|WP_079690089.1|RUQ37377.1|KXK23501.1|RUT95275.1|ODT50015.1|WP_079446987.1|OLC74155.1","phosphopyruvate hydratase complex","28","ENR","GO:0000015","-1.388","0.0573","GO:0000015","false","GO:0000015"
