protein	ontology
WP_076096509.1	GO:0009055
WP_079433806.1	GO:0009055
WP_079435145.1	GO:0009055
WP_086912295.1	GO:0009055
WP_108977384.1	GO:0009055
WP_112188093.1	GO:0009055
WP_114234547.1	GO:0009055
WP_119107391.1	GO:0009055
WP_119964852.1	GO:0009055
WP_131110840.1	GO:0009055
WP_132545996.1	GO:0009055
WP_133588295.1	GO:0009055
KFB71765.1	GO:0009089
KFB77205.1	GO:0009089
KXJ49292.1	GO:0009089
PKO35824.1	GO:0009089
SCC94142.1	GO:0009089
WP_011764830.1	GO:0009089
WP_012207038.1	GO:0009089
WP_027457833.1	GO:0009089
WP_028995446.1	GO:0009089
WP_054622354.1	GO:0009089
WP_066883726.1	GO:0009089
WP_079433049.1	GO:0009089
WP_088179392.1	GO:0009089
WP_124946663.1	GO:0009089
WP_128113428.1	GO:0009089
WP_133609549.1	GO:0009089
WP_013428652.1	GO:0009228
WP_046849919.1	GO:0009228
WP_083447735.1	GO:0009228
WP_121430001.1	GO:0009228
WP_137098466.1	GO:0009228
BBG74083.1	GO:0009325
KFB69440.1	GO:0009325
ODS71062.1	GO:0009325
OJY87033.1	GO:0009325
RTL04036.1	GO:0009325
RTL24866.1	GO:0009325
RTL46920.1	GO:0009325
TAL86698.1	GO:0009325
WP_004301710.1	GO:0009325
WP_012203041.1	GO:0009325
WP_012585584.1	GO:0009325
WP_020564490.1	GO:0009325
WP_027457213.1	GO:0009325
WP_054965449.1	GO:0009325
WP_056197883.1	GO:0009325
WP_070987526.1	GO:0009325
WP_087648738.1	GO:0009325
WP_110258092.1	GO:0009325
WP_121428012.1	GO:0009325
WP_132542637.1	GO:0009325
BBG74039.1	GO:0009408
PZP62061.1	GO:0009408
RTL42036.1	GO:0009408
WP_010103166.1	GO:0009408
WP_011288455.1	GO:0009408
WP_012207006.1	GO:0009408
WP_012353056.1	GO:0009408
WP_021006548.1	GO:0009408
WP_035930530.1	GO:0009408
WP_062188045.1	GO:0009408
WP_093558235.1	GO:0009408
KFB67271.1	GO:0015562
KFB77760.1	GO:0015562
ODS89253.1	GO:0015562
OJW28870.1	GO:0015562
OJW81811.1	GO:0015562
OYY63427.1	GO:0015562
PAW66675.1	GO:0015562
PKO38843.1	GO:0015562
PKO64177.1	GO:0015562
PKO84695.1	GO:0015562
RIX44190.1	GO:0015562
RIX44650.1	GO:0015562
WP_012203020.1	GO:0015562
WP_012204759.1	GO:0015562
WP_012806080.1	GO:0015562
WP_014237668.1	GO:0015562
WP_027458169.1	GO:0015562
WP_046238507.1	GO:0015562
WP_062357321.1	GO:0015562
WP_068173169.1	GO:0015562
WP_079434731.1	GO:0015562
WP_079436202.1	GO:0015562
WP_079436223.1	GO:0015562
WP_082151508.1	GO:0015562
WP_084019512.1	GO:0015562
WP_088179506.1	GO:0015562
WP_104801475.1	GO:0015562
AJP49020.1	GO:0015934
EXI66804.1	GO:0015934
OGA34965.1	GO:0015934
OGT55153.1	GO:0015934
OIN90507.1	GO:0015934
PIE65905.1	GO:0015934
PKO29598.1	GO:0015934
PKO85022.1	GO:0015934
PLX71774.1	GO:0015934
PZQ10929.1	GO:0015934
RFC34779.1	GO:0015934
RTL25783.1	GO:0015934
RYG35231.1	GO:0015934
SBT03617.1	GO:0015934
SMB23634.1	GO:0015934
TEX49107.1	GO:0015934
WP_002628236.1	GO:0015934
WP_002931612.1	GO:0015934
WP_008466920.1	GO:0015934
WP_012202332.1	GO:0015934
WP_012202440.1	GO:0015934
WP_012202972.1	GO:0015934
WP_022442982.1	GO:0015934
WP_027456668.1	GO:0015934
WP_028994187.1	GO:0015934
WP_038303221.1	GO:0015934
WP_042413797.1	GO:0015934
WP_056194799.1	GO:0015934
WP_061499593.1	GO:0015934
WP_062352453.1	GO:0015934
WP_069039303.1	GO:0015934
WP_079432652.1	GO:0015934
WP_079432657.1	GO:0015934
WP_079432664.1	GO:0015934
WP_079432665.1	GO:0015934
WP_079435603.1	GO:0015934
WP_088483625.1	GO:0015934
WP_101049523.1	GO:0015934
AJP49033.1	GO:0015935
OHC65805.1	GO:0015935
OJW50010.1	GO:0015935
OQW81897.1	GO:0015935
OQW98398.1	GO:0015935
OYZ27150.1	GO:0015935
PCI59715.1	GO:0015935
PIU42396.1	GO:0015935
PKO29586.1	GO:0015935
RTL31940.1	GO:0015935
RTL34218.1	GO:0015935
TAF82130.1	GO:0015935
WP_004859225.1	GO:0015935
WP_011237976.1	GO:0015935
WP_012202326.1	GO:0015935
WP_012202977.1	GO:0015935
WP_012206747.1	GO:0015935
WP_027456681.1	GO:0015935
WP_034997194.1	GO:0015935
WP_035037918.1	GO:0015935
WP_038312220.1	GO:0015935
WP_056002693.1	GO:0015935
WP_062352438.1	GO:0015935
WP_062354893.1	GO:0015935
WP_076091637.1	GO:0015935
WP_076091671.1	GO:0015935
WP_106748026.1	GO:0015935
WP_114966207.1	GO:0015935
WP_121457190.1	GO:0015935
PKO86510.1	GO:0016614
TEX44200.1	GO:0016614
WP_002923543.1	GO:0016614
WP_008060415.1	GO:0016614
WP_009553533.1	GO:0016614
WP_018411050.1	GO:0016614
WP_019918667.1	GO:0016614
WP_020087477.1	GO:0016614
WP_027457891.1	GO:0016614
WP_066336621.1	GO:0016614
WP_079433304.1	GO:0016614
WP_083567731.1	GO:0016614
WP_088177840.1	GO:0016614
WP_110399427.1	GO:0016614
EXI89336.1	GO:0016625
KFB73396.1	GO:0016625
KFB75060.1	GO:0016625
KXK04281.1	GO:0016625
OZB12477.1	GO:0016625
RTK97250.1	GO:0016625
WP_019227724.1	GO:0016625
WP_029000732.1	GO:0016625
WP_029526790.1	GO:0016625
WP_048471227.1	GO:0016625
WP_066885384.1	GO:0016625
WP_079433894.1	GO:0016625
WP_131110840.1	GO:0016625
EXI68687.1	GO:0016627
EXI84649.1	GO:0016627
KFB68258.1	GO:0016627
KFB74359.1	GO:0016627
KFB76906.1	GO:0016627
KFB77619.1	GO:0016627
PCJ60658.1	GO:0016627
WP_008059639.1	GO:0016627
WP_014237270.1	GO:0016627
WP_028456103.1	GO:0016627
WP_076601781.1	GO:0016627
WP_089883054.1	GO:0016627
WP_107492948.1	GO:0016627
WP_112745375.1	GO:0016627
WP_119422854.1	GO:0016627
WP_126978397.1	GO:0016627
OQW83199.1	GO:0016639
PIF43629.1	GO:0016639
WP_008904533.1	GO:0016639
WP_015768580.1	GO:0016639
WP_026769605.1	GO:0016639
WP_028453473.1	GO:0016639
WP_028454485.1	GO:0016639
WP_055892111.1	GO:0016639
WP_079434405.1	GO:0016639
WP_121458005.1	GO:0016639
EUJ10527.1	GO:0016779
KFB71877.1	GO:0016779
WP_004301387.1	GO:0016779
WP_059417590.1	GO:0016779
WP_079433255.1	GO:0016779
CDH47611.1	GO:0018454
KFB74895.1	GO:0018454
OHC72288.1	GO:0018454
OJX17264.1	GO:0018454
PKP68941.1	GO:0018454
RTK98005.1	GO:0018454
RYF80491.1	GO:0018454
TAK80989.1	GO:0018454
TEX48147.1	GO:0018454
WP_004266007.1	GO:0018454
WP_014237572.1	GO:0018454
WP_034994456.1	GO:0018454
WP_055423698.1	GO:0018454
BBG74039.1	GO:0019538
PZP62061.1	GO:0019538
RFM23946.1	GO:0019538
RTL29949.1	GO:0019538
RTL42036.1	GO:0019538
RUQ40581.1	GO:0019538
RZL00001.1	GO:0019538
SBW00644.1	GO:0019538
SOO28904.1	GO:0019538
WP_003052325.1	GO:0019538
WP_010103166.1	GO:0019538
WP_011288455.1	GO:0019538
WP_012207006.1	GO:0019538
WP_012353056.1	GO:0019538
WP_021006548.1	GO:0019538
WP_035930530.1	GO:0019538
WP_052211107.1	GO:0019538
WP_062188045.1	GO:0019538
WP_066880780.1	GO:0019538
WP_067109846.1	GO:0019538
WP_079433358.1	GO:0019538
WP_091139055.1	GO:0019538
WP_091909339.1	GO:0019538
WP_093558235.1	GO:0019538
WP_097202490.1	GO:0019538
WP_132773508.1	GO:0019538
EYU06092.1	GO:0019829
PZR31861.1	GO:0019829
RYF24492.1	GO:0019829
WP_079436222.1	GO:0019829
WP_083281205.1	GO:0019829
WP_084019513.1	GO:0019829
WP_088179356.1	GO:0019829
WP_104801476.1	GO:0019829
OAI54434.1	GO:0019843
ODU09307.1	GO:0019843
OJV09993.1	GO:0019843
OJV60297.1	GO:0019843
OYZ27150.1	GO:0019843
PIV89193.1	GO:0019843
PKO26483.1	GO:0019843
PKO41603.1	GO:0019843
PKO56059.1	GO:0019843
RIX49066.1	GO:0019843
RTL34219.1	GO:0019843
TDJ24869.1	GO:0019843
WP_011237979.1	GO:0019843
WP_011298168.1	GO:0019843
WP_012202977.1	GO:0019843
WP_012207028.1	GO:0019843
WP_013804444.1	GO:0019843
WP_027456663.1	GO:0019843
WP_035933059.1	GO:0019843
WP_056002693.1	GO:0019843
WP_056880330.1	GO:0019843
WP_076091671.1	GO:0019843
WP_079432654.1	GO:0019843
WP_090319415.1	GO:0019843
WP_096449278.1	GO:0019843
WP_099407143.1	GO:0019843
WP_106747851.1	GO:0019843
WP_114966207.1	GO:0019843
WP_137100334.1	GO:0019843
ACF98171.1	GO:0020037
AHZ56225.1	GO:0020037
EKU98927.1	GO:0020037
EXI73901.1	GO:0020037
EXI78944.1	GO:0020037
EXI85300.1	GO:0020037
EXI86426.1	GO:0020037
EXI86766.1	GO:0020037
EXI87067.1	GO:0020037
EXI89313.1	GO:0020037
EXI90076.1	GO:0020037
EXI91059.1	GO:0020037
KFB67476.1	GO:0020037
KFB68332.1	GO:0020037
KFB69436.1	GO:0020037
KFB70735.1	GO:0020037
KFB71149.1	GO:0020037
KFB72864.1	GO:0020037
KFB73398.1	GO:0020037
KFB73937.1	GO:0020037
KFB74533.1	GO:0020037
KFB75051.1	GO:0020037
KFB75280.1	GO:0020037
KFB76053.1	GO:0020037
KFB77654.1	GO:0020037
KFB77698.1	GO:0020037
OAI45762.1	GO:0020037
ODU56528.1	GO:0020037
ODU58192.1	GO:0020037
OGA45015.1	GO:0020037
OHC61306.1	GO:0020037
PKO27494.1	GO:0020037
PKO34560.1	GO:0020037
PKO34561.1	GO:0020037
PKO56461.1	GO:0020037
PKO59819.1	GO:0020037
RIX41175.1	GO:0020037
RMG33618.1	GO:0020037
RTL24385.1	GO:0020037
RTL27654.1	GO:0020037
RTL29810.1	GO:0020037
RTL30765.1	GO:0020037
RTL37489.1	GO:0020037
RTL40498.1	GO:0020037
SBT03244.1	GO:0020037
SBT08714.1	GO:0020037
TAH50443.1	GO:0020037
TAH52643.1	GO:0020037
TAK48549.1	GO:0020037
THJ23090.1	GO:0020037
WP_004301737.1	GO:0020037
WP_004301739.1	GO:0020037
WP_011286478.1	GO:0020037
WP_011287328.1	GO:0020037
WP_014238319.1	GO:0020037
WP_018151794.1	GO:0020037
WP_040040698.1	GO:0020037
WP_050417154.1	GO:0020037
WP_056876288.1	GO:0020037
WP_057674903.1	GO:0020037
WP_068491810.1	GO:0020037
WP_076096509.1	GO:0020037
WP_079433806.1	GO:0020037
WP_079435145.1	GO:0020037
WP_086912295.1	GO:0020037
WP_108977384.1	GO:0020037
WP_114234547.1	GO:0020037
WP_119107391.1	GO:0020037
WP_119964852.1	GO:0020037
WP_126978397.1	GO:0020037
WP_133588295.1	GO:0020037
EXI68687.1	GO:0022900
EXI84649.1	GO:0022900
KFB68258.1	GO:0022900
KFB68448.1	GO:0022900
KFB74359.1	GO:0022900
KFB76906.1	GO:0022900
KFB77654.1	GO:0022900
OQY67604.1	GO:0022900
PCJ60658.1	GO:0022900
RTL40498.1	GO:0022900
SBT03244.1	GO:0022900
WP_008059639.1	GO:0022900
WP_014237270.1	GO:0022900
WP_028456103.1	GO:0022900
WP_089883054.1	GO:0022900
WP_107491914.1	GO:0022900
WP_107492948.1	GO:0022900
WP_117335004.1	GO:0022900
EYU06092.1	GO:0030001
OJX35469.1	GO:0030001
RIX45031.1	GO:0030001
WP_054665578.1	GO:0030001
WP_079436222.1	GO:0030001
WP_083281205.1	GO:0030001
WP_084019513.1	GO:0030001
WP_088179356.1	GO:0030001
WP_104801476.1	GO:0030001
KNZ34458.1	GO:0030170
OFZ96113.1	GO:0030170
OGA63255.1	GO:0030170
OGA79882.1	GO:0030170
OJX20211.1	GO:0030170
OJZ06114.1	GO:0030170
PCI65220.1	GO:0030170
PHQ58449.1	GO:0030170
PKO92855.1	GO:0030170
RTL24305.1	GO:0030170
RTL27769.1	GO:0030170
RZS73544.1	GO:0030170
TEX46895.1	GO:0030170
TEX49096.1	GO:0030170
TEX49183.1	GO:0030170
WP_005160809.1	GO:0030170
WP_011287432.1	GO:0030170
WP_014853308.1	GO:0030170
WP_015766034.1	GO:0030170
WP_015767134.1	GO:0030170
WP_035608057.1	GO:0030170
WP_055400550.1	GO:0030170
WP_055935991.1	GO:0030170
WP_055941853.1	GO:0030170
WP_062356761.1	GO:0030170
WP_062405176.1	GO:0030170
WP_079433534.1	GO:0030170
WP_079435614.1	GO:0030170
WP_081194634.1	GO:0030170
WP_081921947.1	GO:0030170
WP_088812016.1	GO:0030170
WP_094267892.1	GO:0030170
WP_107491793.1	GO:0030170
WP_114679042.1	GO:0030170
WP_119632423.1	GO:0030170
WP_125244194.1	GO:0030170
WP_131187908.1	GO:0030170
WP_133594294.1	GO:0030170
EXI67417.1	GO:0030288
KFB68223.1	GO:0030288
KFB70306.1	GO:0030288
KFB78243.1	GO:0030288
PKO69290.1	GO:0030288
WP_002923543.1	GO:0030288
WP_018411050.1	GO:0030288
WP_019918667.1	GO:0030288
WP_020087477.1	GO:0030288
WP_066336621.1	GO:0030288
WP_079433304.1	GO:0030288
WP_088177840.1	GO:0030288
WP_110399427.1	GO:0030288
KNZ34458.1	GO:0031071
OFZ96113.1	GO:0031071
OGA63255.1	GO:0031071
PCI65220.1	GO:0031071
PHQ58449.1	GO:0031071
PKO89627.1	GO:0031071
WP_005160809.1	GO:0031071
WP_035608057.1	GO:0031071
WP_079433534.1	GO:0031071
WP_088812016.1	GO:0031071
WP_094267892.1	GO:0031071
WP_107491793.1	GO:0031071
WP_119632423.1	GO:0031071
WP_125244194.1	GO:0031071
WP_133594294.1	GO:0031071
BBG74039.1	GO:0042026
KMV74149.1	GO:0042026
OGA06426.1	GO:0042026
OGA25275.1	GO:0042026
OGW20020.1	GO:0042026
PKO45489.1	GO:0042026
PYS86129.1	GO:0042026
PZP62061.1	GO:0042026
RPF97242.1	GO:0042026
RTL42036.1	GO:0042026
RYD42434.1	GO:0042026
WP_008115203.1	GO:0042026
WP_010103166.1	GO:0042026
WP_011236479.1	GO:0042026
WP_012207006.1	GO:0042026
WP_012207458.1	GO:0042026
WP_012353056.1	GO:0042026
WP_013744694.1	GO:0042026
WP_014074409.1	GO:0042026
WP_015434519.1	GO:0042026
WP_021006548.1	GO:0042026
WP_027456623.1	GO:0042026
WP_027473956.1	GO:0042026
WP_034795833.1	GO:0042026
WP_038304811.1	GO:0042026
WP_062188045.1	GO:0042026
WP_062352942.1	GO:0042026
WP_067170571.1	GO:0042026
WP_079686058.1	GO:0042026
WP_093558235.1	GO:0042026
WP_102246209.1	GO:0042026
WP_102648302.1	GO:0042026
WP_120048763.1	GO:0042026
WP_121583815.1	GO:0042026
WP_124649802.1	GO:0042026
WP_127089458.1	GO:0042026
WP_127255656.1	GO:0042026
WP_127860425.1	GO:0042026
WP_133857735.1	GO:0042026
WP_134195739.1	GO:0042026
WP_137099209.1	GO:0042026
BBG74083.1	GO:0042126
KFB69440.1	GO:0042126
ODS71062.1	GO:0042126
OJY87033.1	GO:0042126
RTL04036.1	GO:0042126
RTL46920.1	GO:0042126
TAL86698.1	GO:0042126
WP_004301710.1	GO:0042126
WP_011397794.1	GO:0042126
WP_012203041.1	GO:0042126
WP_012585584.1	GO:0042126
WP_020564490.1	GO:0042126
WP_027457213.1	GO:0042126
WP_054965449.1	GO:0042126
WP_056197883.1	GO:0042126
WP_070987526.1	GO:0042126
WP_087648738.1	GO:0042126
WP_110258092.1	GO:0042126
WP_121428012.1	GO:0042126
WP_132542637.1	GO:0042126
EFF76666.1	GO:0043546
ODS71062.1	GO:0043546
OJW48878.1	GO:0043546
OJY87033.1	GO:0043546
RTL04036.1	GO:0043546
RTL46920.1	GO:0043546
STP13002.1	GO:0043546
WP_011827938.1	GO:0043546
WP_012585584.1	GO:0043546
WP_021249830.1	GO:0043546
WP_026685578.1	GO:0043546
WP_027457213.1	GO:0043546
WP_027457638.1	GO:0043546
WP_054965449.1	GO:0043546
WP_056197883.1	GO:0043546
WP_079435464.1	GO:0043546
WP_094267261.1	GO:0043546
WP_096450825.1	GO:0043546
WP_110400737.1	GO:0043546
WP_117609637.1	GO:0043546
KNZ34458.1	GO:0044571
OFZ96113.1	GO:0044571
OGA63255.1	GO:0044571
PCI65220.1	GO:0044571
PHQ58449.1	GO:0044571
PKO89627.1	GO:0044571
WP_005160809.1	GO:0044571
WP_035608057.1	GO:0044571
WP_079433534.1	GO:0044571
WP_088812016.1	GO:0044571
WP_094267892.1	GO:0044571
WP_107491793.1	GO:0044571
WP_119632423.1	GO:0044571
WP_125244194.1	GO:0044571
WP_133594294.1	GO:0044571
EXI68690.1	GO:0046912
EXI79150.1	GO:0046912
KFB68261.1	GO:0046912
KFB77946.1	GO:0046912
KPK19984.1	GO:0046912
PJI38023.1	GO:0046912
TAH41053.1	GO:0046912
TAK91950.1	GO:0046912
WP_004361350.1	GO:0046912
WP_007866641.1	GO:0046912
WP_011158456.1	GO:0046912
WP_011288588.1	GO:0046912
WP_018952948.1	GO:0046912
WP_028995009.1	GO:0046912
WP_068082899.1	GO:0046912
WP_075187930.1	GO:0046912
WP_084269874.1	GO:0046912
WP_090702123.1	GO:0046912
WP_101944400.1	GO:0046912
WP_108176835.1	GO:0046912
WP_114401430.1	GO:0046912
WP_117609045.1	GO:0046912
WP_121457279.1	GO:0046912
WP_133314182.1	GO:0046912
KFB71765.1	GO:0046983
PKO29577.1	GO:0046983
PZN48639.1	GO:0046983
PZR41209.1	GO:0046983
WP_012207038.1	GO:0046983
WP_054622354.1	GO:0046983
WP_066883726.1	GO:0046983
WP_079432672.1	GO:0046983
WP_090371808.1	GO:0046983
WP_103168546.1	GO:0046983
WP_120971754.1	GO:0046983
WP_121240662.1	GO:0046983
WP_128113428.1	GO:0046983
KFB75157.1	GO:0048038
KPK35597.1	GO:0048038
OFW88070.1	GO:0048038
RIK98775.1	GO:0048038
WP_013205653.1	GO:0048038
WP_014238062.1	GO:0048038
WP_015436667.1	GO:0048038
WP_096452407.1	GO:0048038
CCG96484.1	GO:0050304
PLX75252.1	GO:0050304
RZJ15583.1	GO:0050304
SMB26997.1	GO:0050304
TAM43965.1	GO:0050304
WP_004305194.1	GO:0050304
WP_014428125.1	GO:0050304
WP_026781577.1	GO:0050304
WP_043742265.1	GO:0050304
WP_066155737.1	GO:0050304
WP_088178900.1	GO:0050304
WP_110523532.1	GO:0050304
AOF83577.1	GO:0051301
BBB07588.1	GO:0051301
EXI67742.1	GO:0051301
EXI69642.1	GO:0051301
RIX44016.1	GO:0051301
RTL35014.1	GO:0051301
SDR00615.1	GO:0051301
TEX47728.1	GO:0051301
TEX47729.1	GO:0051301
WP_004324900.1	GO:0051301
WP_012205234.1	GO:0051301
WP_016446824.1	GO:0051301
WP_062357863.1	GO:0051301
WP_079436386.1	GO:0051301
WP_084019537.1	GO:0051301
WP_108177630.1	GO:0051301
WP_117610020.1	GO:0051301
WP_121580518.1	GO:0051301
WP_134028510.1	GO:0051301
EJM75617.1	GO:0051539
OFW88070.1	GO:0051539
OJY87033.1	GO:0051539
PKO38780.1	GO:0051539
PLX76719.1	GO:0051539
PXT85166.1	GO:0051539
RTL04036.1	GO:0051539
SBT03139.1	GO:0051539
SBT03638.1	GO:0051539
STP13002.1	GO:0051539
WP_012585584.1	GO:0051539
WP_019939420.1	GO:0051539
WP_021247960.1	GO:0051539
WP_021249830.1	GO:0051539
WP_026685578.1	GO:0051539
WP_027457213.1	GO:0051539
WP_027457638.1	GO:0051539
WP_027458076.1	GO:0051539
WP_028877774.1	GO:0051539
WP_037457312.1	GO:0051539
WP_048471227.1	GO:0051539
WP_053422110.1	GO:0051539
WP_054965449.1	GO:0051539
WP_064024188.1	GO:0051539
WP_076200618.1	GO:0051539
WP_079435464.1	GO:0051539
WP_079436677.1	GO:0051539
WP_094267261.1	GO:0051539
WP_094269219.1	GO:0051539
WP_096450825.1	GO:0051539
WP_110400737.1	GO:0051539
WP_113890785.1	GO:0051539
WP_117609637.1	GO:0051539
WP_121324780.1	GO:0051539
WP_131407615.1	GO:0051539
PKO86510.1	GO:0052935
TEX44200.1	GO:0052935
WP_002923543.1	GO:0052935
WP_008060415.1	GO:0052935
WP_009553533.1	GO:0052935
WP_018411050.1	GO:0052935
WP_019918667.1	GO:0052935
WP_027457891.1	GO:0052935
WP_066336621.1	GO:0052935
WP_079433304.1	GO:0052935
WP_088177840.1	GO:0052935
WP_110399427.1	GO:0052935
WP_027457088.1	GO:0071949
WP_031346030.1	GO:0071949
WP_076097457.1	GO:0071949
WP_101940445.1	GO:0071949
WP_103704738.1	GO:0071949
CDH47611.1	K00023
KFB74895.1	K00023
OHC72288.1	K00023
OJX17264.1	K00023
PKP68941.1	K00023
RTK98005.1	K00023
RYF80491.1	K00023
TAK80989.1	K00023
TEX48147.1	K00023
WP_004266007.1	K00023
WP_014237572.1	K00023
WP_034994456.1	K00023
WP_055423698.1	K00023
EGK69921.1	K00114
PKO86510.1	K00114
RTK98152.1	K00114
TEX44200.1	K00114
WP_008060415.1	K00114
WP_009553533.1	K00114
WP_027457891.1	K00114
WP_054020873.1	K00114
WP_056242747.1	K00114
WP_083567731.1	K00114
WP_108414187.1	K00114
WP_110399427.1	K00114
WP_114969704.1	K00114
EXI68687.1	K00239
EXI84649.1	K00239
KFB68258.1	K00239
KFB74359.1	K00239
PCJ60658.1	K00239
WP_008059639.1	K00239
WP_014237270.1	K00239
WP_028456103.1	K00239
WP_089883054.1	K00239
WP_107492948.1	K00239
KFB75157.1	K00333
KPK35597.1	K00333
RIK98775.1	K00333
WP_013205653.1	K00333
WP_014238062.1	K00333
WP_015436667.1	K00333
WP_096452407.1	K00333
ODS71062.1	K00370
OJY87033.1	K00370
OYT18011.1	K00370
OYT25237.1	K00370
RTL04036.1	K00370
RTL46920.1	K00370
WP_012585584.1	K00370
WP_027457213.1	K00370
WP_054965449.1	K00370
WP_056197883.1	K00370
BBG74083.1	K00371
KFB69440.1	K00371
TAL86698.1	K00371
WP_004301710.1	K00371
WP_011397794.1	K00371
WP_012203041.1	K00371
WP_020564490.1	K00371
WP_070987526.1	K00371
WP_087648738.1	K00371
WP_110258092.1	K00371
WP_121428012.1	K00371
WP_132542637.1	K00371
SBT07070.1	K00658
WP_012585554.1	K00658
WP_016454845.1	K00658
WP_018990156.1	K00658
WP_057854793.1	K00658
WP_066882608.1	K00658
WP_076910342.1	K00658
WP_128196069.1	K00658
WP_132574394.1	K00658
ODS68942.1	K00962
ODU88478.1	K00962
OJX25964.1	K00962
PZP29908.1	K00962
RZL03004.1	K00962
WP_049725106.1	K00962
WP_062353565.1	K00962
WP_066879881.1	K00962
WP_106749718.1	K00962
WP_121459553.1	K00962
WP_124539589.1	K00962
WP_129350806.1	K00962
OGB48659.1	K01251
TAD90173.1	K01251
WP_013506879.1	K01251
WP_020205948.1	K01251
WP_062358397.1	K01251
WP_062626449.1	K01251
WP_088534965.1	K01251
WP_107494321.1	K01251
WP_129219830.1	K01251
EYU06092.1	K01534
PZR31861.1	K01534
RYF24492.1	K01534
WP_079436222.1	K01534
WP_083281205.1	K01534
WP_084019513.1	K01534
WP_104801476.1	K01534
EXI68690.1	K01647
EXI79150.1	K01647
KFB68261.1	K01647
KFB77946.1	K01647
KPK19984.1	K01647
PJI38023.1	K01647
TAH41053.1	K01647
TAK91950.1	K01647
WP_004361350.1	K01647
WP_007866641.1	K01647
WP_011158456.1	K01647
WP_011288588.1	K01647
WP_028995009.1	K01647
WP_068082899.1	K01647
WP_075187930.1	K01647
WP_084269874.1	K01647
WP_090702123.1	K01647
WP_108176835.1	K01647
WP_114401430.1	K01647
WP_117609045.1	K01647
WP_121457279.1	K01647
WP_133314182.1	K01647
RDE50182.1	K01687
WP_002931890.1	K01687
WP_004721665.1	K01687
WP_011236835.1	K01687
WP_066882891.1	K01687
WP_132249930.1	K01687
EXI74690.1	K01689
EXI86829.1	K01689
KFB66257.1	K01689
KFB68186.1	K01689
OLL99361.1	K01689
PKO71921.1	K01689
RUQ37377.1	K01689
WP_048674821.1	K01689
WP_084055521.1	K01689
ODV10150.1	K01915
OGT58397.1	K01915
OIP10589.1	K01915
RIK93028.1	K01915
RTL29411.1	K01915
RTL40888.1	K01915
TEX46275.1	K01915
WP_018409825.1	K01915
WP_036248493.1	K01915
WP_041096173.1	K01915
WP_041322195.1	K01915
WP_062356736.1	K01915
WP_105531610.1	K01915
WP_137101029.1	K01915
ESX17709.1	K01999
OFZ87680.1	K01999
OJW49218.1	K01999
PKO38299.1	K01999
PKO60097.1	K01999
PLX73038.1	K01999
PTM52857.1	K01999
RTL35852.1	K01999
RTL37799.1	K01999
RTL41572.1	K01999
TEX47582.1	K01999
TKV78592.1	K01999
WP_004298381.1	K01999
WP_011286022.1	K01999
WP_011443079.1	K01999
WP_013801936.1	K01999
WP_016447696.1	K01999
WP_026381452.1	K01999
WP_027457110.1	K01999
WP_043823646.1	K01999
WP_071954671.1	K01999
WP_077296185.1	K01999
WP_079432591.1	K01999
WP_079434253.1	K01999
WP_079434340.1	K01999
WP_088280370.1	K01999
WP_096451485.1	K01999
WP_103717235.1	K01999
WP_106748746.1	K01999
WP_106748970.1	K01999
WP_106749384.1	K01999
WP_106750670.1	K01999
WP_106751038.1	K01999
WP_117607607.1	K01999
WP_136959350.1	K01999
WP_137100217.1	K01999
WP_137101897.1	K01999
OGA32853.1	K02012
OHC62478.1	K02012
PKO58144.1	K02012
PTM61126.1	K02012
RIX43534.1	K02012
WP_011286821.1	K02012
WP_027459002.1	K02012
WP_066886845.1	K02012
WP_128903083.1	K02012
KPK32466.1	K02355
OHC66784.1	K02355
OIP11335.1	K02355
PJI37961.1	K02355
PKO29730.1	K02355
RMG26781.1	K02355
RTL27389.1	K02355
TAG83693.1	K02355
WP_004343146.1	K02355
WP_011463684.1	K02355
WP_012202327.1	K02355
WP_016453856.1	K02355
WP_043946424.1	K02355
WP_067758259.1	K02355
WP_076604510.1	K02355
WP_106748007.1	K02355
WP_106825664.1	K02355
WP_136555888.1	K02355
CUR08644.1	K02358
EQB64020.1	K02358
KIF34349.1	K02358
KKR79619.1	K02358
KRP10551.1	K02358
ODU57472.1	K02358
OJU73943.1	K02358
OJX70055.1	K02358
OPH17454.1	K02358
OYW19306.1	K02358
OYZ00001.1	K02358
PID31983.1	K02358
PTM19938.1	K02358
RKZ91889.1	K02358
RYE05967.1	K02358
RYY12747.1	K02358
TAK66595.1	K02358
TAN86363.1	K02358
WP_005483729.1	K02358
WP_019372615.1	K02358
WP_026770526.1	K02358
WP_027456679.1	K02358
WP_027469922.1	K02358
WP_034743456.1	K02358
WP_039438947.1	K02358
WP_053281820.1	K02358
WP_053322368.1	K02358
WP_056069295.1	K02358
WP_057297243.1	K02358
WP_062352460.1	K02358
WP_076091607.1	K02358
WP_076501246.1	K02358
WP_077239469.1	K02358
WP_092280200.1	K02358
WP_093509984.1	K02358
WP_108360503.1	K02358
WP_114114452.1	K02358
WP_114692163.1	K02358
WP_115723606.1	K02358
WP_115934849.1	K02358
WP_116846679.1	K02358
WP_122890902.1	K02358
WP_126170335.1	K02358
WP_126831844.1	K02358
WP_133797155.1	K02358
OGT55153.1	K02886
PLX71774.1	K02886
RFC34779.1	K02886
RTL25783.1	K02886
WP_012202332.1	K02886
